Timestamp, upperLink1, upperLink2, upperLink3, upperLink4, lowerLink1, lowerLink2, lowerLink3, lowerLink4, gripUpperR, gripUpperL, gripLowerR, gripLowerL,
17.10003,-0.8120843,1.240423,0.1499999,-0.5894675,1.079731,-0.5811248,0.01448165,-2.106176,0.03296722,-0.0130858,0.04373636,-0.005500015, 
17.20003,-0.8064469,1.22763,0.1500001,-0.6169564,1.079154,-0.583289,0.01781128,-2.108462,0.03239224,-0.01366,0.03714219,-0.009849399, 
17.30003,-0.806377,1.223214,0.1499999,-0.6494544,1.079765,-0.5811597,0.01447593,-2.106194,0.0325028,-0.01355262,0.04374783,-0.005500069, 
17.40003,-0.8007047,1.210403,0.1500001,-0.676926,1.079189,-0.5833065,0.0178325,-2.108462,0.03197883,-0.01407606,0.03715836,-0.009737323, 
17.50003,-0.8006349,1.206005,0.1500001,-0.709424,1.079818,-0.581212,0.01447593,-2.106194,0.03201363,-0.01404432,0.04376154,-0.005499996, 
17.60003,-0.7949626,1.193177,0.1499999,-0.7368954,1.079207,-0.5833414,0.01779626,-2.108462,0.03154462,-0.01451296,0.03717864,-0.009610938, 
17.70003,-0.7949102,1.188796,0.1499999,-0.7693935,1.07987,-0.5812644,0.01446269,-2.106211,0.03150194,-0.01455862,0.04377544,-0.005500031, 
17.80003,-0.7892205,1.175933,0.15,-0.796865,1.079242,-0.5833763,0.01781343,-2.10848,0.0310926,-0.01496764,0.03720637,-0.009459433, 
17.90003,-0.7891681,1.17157,0.15,-0.8293456,1.079905,-0.5813517,0.02721904,-2.106246,0.0309689,-0.01509423,0.04367676,-0.005500002, 
18.00003,-0.763599,1.12757,0.1463785,-0.8429766,1.063237,-0.5642126,0.04099285,-2.106525,0.03079201,-0.01526624,0.05280361,-0.02672063, 
18.10003,-0.7479609,1.101128,0.1444049,-0.8647408,1.054842,-0.5557303,0.0608549,-2.106647,0.03088361,-0.01517185,0.055,-0.03712619, 
18.20003,-0.7383441,1.083937,0.1434332,-0.8907113,1.050776,-0.5514717,0.08383953,-2.106647,0.03107925,-0.0149753,0.05500009,-0.04216573, 
18.30003,-0.7317467,1.071021,0.1428808,-0.9186017,1.050269,-0.5502849,0.108471,-2.10663,0.03131537,-0.0147395,0.05499998,-0.04460195, 
18.40003,-0.7268773,1.060497,0.1426222,-0.9475916,1.050112,-0.5494297,0.1255562,-2.106525,0.03156614,-0.01448953,0.05499999,-0.04564965, 
18.50003,-0.7228804,1.051107,0.1425034,-0.97714,1.050077,-0.5488362,0.1341134,-2.106403,0.03182268,-0.01423394,0.05499995,-0.04605452, 
18.60003,-0.7193723,1.042223,0.142447,-1.006933,1.050182,-0.5484697,0.1383879,-2.106316,0.03208186,-0.01397588,0.05500001,-0.04620074, 
18.70004,-0.716126,1.033601,0.1424185,-1.036848,1.050339,-0.5482428,0.140527,-2.106246,0.03234237,-0.01371654,0.055,-0.04624969, 
18.80004,-0.7130542,1.025067,0.1424022,-1.066833,1.050531,-0.5481032,0.1416012,-2.106211,0.03260335,-0.01345683,0.0550001,-0.04626594, 
18.90004,-0.7100523,1.016584,0.1423909,-1.096852,1.050723,-0.5480508,0.1421447,-2.106194,0.03286418,-0.01319729,0.05500007,-0.04627356, 
19.00004,-0.7072074,1.008329,0.1424601,-1.127029,1.049362,-0.5469513,0.1423333,-2.106124,0.03311097,-0.01295183,0.05500001,-0.04617622, 
19.10004,-0.7043625,0.9999515,0.1424901,-1.157136,1.048559,-0.5464975,0.1424275,-2.106106,0.03336262,-0.01270169,0.05500014,-0.0461241, 
19.20004,-0.7015176,0.991539,0.1425013,-1.187225,1.04814,-0.5463229,0.1424775,-2.106089,0.03361496,-0.01245077,0.05499993,-0.04610014, 
19.30004,-0.6986902,0.9830916,0.1425028,-1.217315,1.047913,-0.546288,0.1425067,-2.106089,0.0338663,-0.01220096,0.05499998,-0.04609279, 
19.40004,-0.6958628,0.9746442,0.1425001,-1.247369,1.047808,-0.5463229,0.142527,-2.106089,0.03411558,-0.01195307,0.05500003,-0.04609474, 
19.50004,-0.6930528,0.9661794,0.1424952,-1.277441,1.047756,-0.5463753,0.1425426,-2.106106,0.03436244,-0.01170782,0.05499999,-0.04610194, 
19.60004,-0.6902428,0.957732,0.1424895,-1.307496,1.047739,-0.5464451,0.1425565,-2.106106,0.03460589,-0.01146592,0.0550001,-0.04611225, 
19.70004,-0.6874328,0.9492846,0.1424834,-1.337551,1.047756,-0.5465149,0.1425698,-2.106124,0.03484594,-0.01122753,0.05500003,-0.04612437, 
19.80004,-0.6846229,0.9408371,0.1424775,-1.367623,1.047773,-0.5465847,0.1425829,-2.106124,0.03508187,-0.01099315,0.05500015,-0.04613758, 
19.90004,-0.6818303,0.9323898,0.1424717,-1.397677,1.047808,-0.5466546,0.142596,-2.106124,0.03531332,-0.01076335,0.05499996,-0.04615146, 
20.00004,-0.6800327,0.9243613,0.1424539,-1.425271,1.042241,-0.5494471,0.1426163,-2.089997,0.03554614,-0.01053223,0.05500006,-0.04616321, 
20.10004,-0.6837676,0.918689,0.1423791,-1.439094,1.033462,-0.5531647,0.1425797,-2.065859,0.03578867,-0.01029178,0.05500008,-0.04610121, 
20.20004,-0.6896843,0.9142907,0.1422748,-1.446058,1.023409,-0.557144,0.142479,-2.037742,0.03599489,-0.01008767,0.05500004,-0.04595835, 
20.30004,-0.6957231,0.9108524,0.1421685,-1.449601,1.013303,-0.5611234,0.1423375,-2.007635,0.03615661,-0.009927813,0.05499998,-0.04576178, 
20.40004,-0.7010289,0.9081821,0.1420742,-1.451451,1.003686,-0.5650154,0.1421801,-1.97655,0.03627826,-0.0098077,0.05499998,-0.04553945, 
20.50004,-0.7053398,0.9061226,0.1419968,-1.452428,0.9947853,-0.5687854,0.1420203,-1.94496,0.03636808,-0.009719058,0.05500012,-0.04530724, 
20.60004,-0.7087083,0.9045518,0.1419351,-1.452987,0.9835105,-0.5740213,0.1418756,-1.904015,0.03643448,-0.009653571,0.05499996,-0.04508077, 
20.70004,-0.7112915,0.9033475,0.1418868,-1.453336,0.96782,-0.5816833,0.1417339,-1.847832,0.03648289,-0.00960579,0.05499998,-0.04483821, 
20.80004,-0.7132113,0.902248,0.1417739,-1.453458,0.9522517,-0.5914048,0.1416737,-1.784128,0.03655164,-0.009537633,0.05500001,-0.04468038, 
20.90004,-0.7146251,0.9014626,0.1417093,-1.45358,0.9341002,-0.6017022,0.1415521,-1.71037,0.03659241,-0.009497331,0.05500002,-0.04444129, 
21.00004,-0.7156199,0.9009739,0.1417466,-1.453912,0.9118822,-0.6119299,0.1412765,-1.625827,0.03658198,-0.00950804,0.05500011,-0.04400924, 
21.10004,-0.7163355,0.9005201,0.1417588,-1.454173,0.8889311,-0.6235014,0.1410244,-1.533045,0.03657885,-0.009511309,0.0549999,-0.04360809, 
21.20004,-0.7168766,0.9001361,0.1417597,-1.454418,0.8645139,-0.6364343,0.1407917,-1.429861,0.03657772,-0.009512699,0.05500008,-0.04324871, 
21.30005,-0.7172954,0.8998394,0.1417632,-1.454662,0.8390845,-0.6503446,0.1405711,-1.317863,0.03656952,-0.009521153,0.05500002,-0.04294247, 
21.40005,-0.7175747,0.8995427,0.1417601,-1.454906,0.8126428,-0.6650926,0.1403557,-1.197174,0.0365642,-0.009526645,0.05499999,-0.04270051, 
21.50005,-0.7178888,0.8994206,0.141784,-1.455203,0.7870737,-0.6798406,0.14017,-1.073081,0.03653178,-0.009559141,0.05499993,-0.04258512, 
21.60005,-0.7182553,0.899438,0.1418198,-1.455517,0.7633721,-0.6939953,0.1400144,-0.948918,0.03648459,-0.009606528,0.05499998,-0.04261656, 
21.70005,-0.7186044,0.8993681,0.12928,-1.455762,0.7432485,-0.7064395,0.139868,-0.8308989,0.03644717,-0.009632943,0.0550001,-0.04278224, 
21.80005,-0.7190757,0.8995253,0.1103097,-1.456024,0.7262315,-0.717435,0.139749,-0.7187266,0.03636067,-0.009702812,0.05499995,-0.04310208, 
21.90005,-0.7197388,0.8999267,0.08815261,-1.456285,0.712967,-0.7266155,0.1396583,-0.6157871,0.03621943,-0.00982437,0.05500007,-0.04356656, 
22.00005,-0.7205068,0.9005026,0.06441196,-1.45653,0.7016747,-0.7347661,0.1395924,-0.5182581,0.03604077,-0.009981996,0.05500005,-0.04413992, 
22.10005,-0.7213271,0.9011484,0.0398881,-1.456791,0.6950076,-0.7405258,0.139537,-0.4351455,0.03583692,-0.01016422,0.05499999,-0.04479755, 
22.20005,-0.7221823,0.9019337,0.02593764,-1.457018,0.6901904,-0.7452556,0.1395025,-0.3592062,0.03562132,-0.0103677,0.05500013,-0.04549463, 
22.30005,-0.7228979,0.9025447,0.01899787,-1.457193,0.6855828,-0.7497237,0.1394799,-0.286967,0.03544765,-0.01053511,0.05500005,-0.0462022, 
22.40005,-0.7234215,0.9029635,0.01556011,-1.457315,0.6866649,-0.7511723,0.1394471,-0.2345897,0.03532524,-0.01065441,0.05500007,-0.04690985, 
22.50005,-0.7238055,0.9032602,0.01385471,-1.457367,0.6898414,-0.7513817,0.1394213,-0.1920909,0.03524694,-0.01073134,0.05500007,-0.04755631, 
22.60005,-0.7240673,0.9034522,0.01301058,-1.457367,0.6930004,-0.7513991,0.1394071,-0.1545314,0.03519943,-0.01077806,0.05499996,-0.0481365, 
22.70005,-0.7242593,0.9035919,0.01259276,-1.45735,0.6952868,-0.7516609,0.1394018,-0.1194503,0.03517158,-0.0108055,0.05499995,-0.04866041, 
22.80005,-0.7243814,0.9036966,0.01238605,-1.457332,0.6964736,-0.7523416,0.1394018,-0.08559094,0.03515551,-0.01082137,0.05500005,-0.04914041, 
22.90005,-0.7244687,0.9037664,0.01228412,-1.457315,0.6965783,-0.7534237,0.1394039,-0.05235988,0.03514588,-0.0108309,0.05499999,-0.04958782, 
23.00005,-0.7245211,0.9038187,0.01223406,-1.457298,0.6987251,-0.7534063,0.1393975,-0.02811725,0.03513936,-0.01083734,0.05500001,-0.05000995, 
23.10005,-0.7245386,0.9038711,0.01221033,-1.457263,0.7040484,-0.7516959,0.139384,-0.01598722,0.03513548,-0.01084121,0.05500007,-0.05037782, 
23.20005,-0.724556,0.9039235,0.01219841,-1.457228,0.7102268,-0.7494094,0.1393766,-0.00986111,0.03513452,-0.01084203,0.05500001,-0.05066468, 
23.30005,-0.724556,0.9039758,0.01219245,-1.457175,0.7160388,-0.7471405,0.1393773,-0.006754424,0.0351358,-0.01084088,0.05500002,-0.05088011, 
23.40005,-0.724556,0.9040282,0.01218911,-1.457123,0.7210827,-0.745116,0.1393842,-0.005131268,0.03513793,-0.01083869,0.05500003,-0.05103997, 
23.50005,-0.7245386,0.9040631,0.01218721,-1.457071,0.7252367,-0.743423,0.1393947,-0.004276057,0.03514051,-0.01083615,0.05500006,-0.05115875, 
23.60005,-0.7245386,0.9041154,0.01218685,-1.457018,0.7285877,-0.7420442,0.1394086,-0.003804818,0.03514225,-0.01083431,0.05499994,-0.05124828, 
23.70005,-0.7245036,0.9041504,0.01218578,-1.456983,0.731258,-0.7409446,0.1394187,-0.003525565,0.03514572,-0.01083349,0.05500005,-0.0513145, 
23.80005,-0.7244687,0.9041852,0.01216098,-1.456966,0.7333525,-0.740072,0.1394285,-0.003368485,0.03961694,-0.01783472,0.05500003,-0.0513649, 
23.90005,-0.7244338,0.9042027,0.0121245,-1.456948,0.7350105,-0.7393738,0.1394373,-0.003263766,0.04632004,-0.02833368,0.05500001,-0.05140337, 
24.00006,-0.7244164,0.9042376,0.01208719,-1.456948,0.7363021,-0.7388502,0.1394447,-0.003211406,0.05319909,-0.03910935,0.05500004,-0.05143302, 
24.10006,-0.7243814,0.9042551,0.01206883,-1.456931,0.7372969,-0.7384313,0.1394508,-0.003159046,0.05500005,-0.04449753,0.05500008,-0.05145577, 
24.20006,-0.7243814,0.9042551,0.01205977,-1.456931,0.7380823,-0.7380998,0.1394558,-0.00312414,0.05499997,-0.04719147,0.055,-0.05147348, 
24.30006,-0.7411889,0.9290562,0.01798757,-1.467386,0.7546105,-0.7573507,0.1443852,-0.001605703,0.05311623,-0.05296533,0.05499531,-0.05321293, 
24.40006,-0.7506137,0.9418495,0.02099104,-1.472726,0.7625867,-0.766758,0.1468453,-0.0008552113,0.05218006,-0.05499997,0.05499077,-0.05408601, 
24.50006,-0.7555879,0.9483945,0.02251644,-1.475466,0.7663915,-0.7715752,0.1480755,-0.0004712389,0.05171284,-0.055,0.05498804,-0.05452303, 
24.60006,-0.7336491,0.9256877,0.01441964,-1.476217,0.7613126,-0.7604574,0.1377448,-0.007976155,0.05414681,-0.05417291,0.05500001,-0.04927896, 
24.70006,-0.7165624,0.9320582,0.01607068,-1.472273,0.7970918,-0.778539,0.1440599,-0.01411971,0.05500007,-0.055,0.05386271,-0.05319522, 
24.80006,-0.7197214,0.9432806,0.01404662,-1.46304,0.7891332,-0.7611032,0.1416308,-0.02923426,0.05500013,-0.05300608,0.0541092,-0.05445419, 
24.90006,-0.7530921,0.9120741,-2.747439E-07,-1.451381,0.7304552,-0.7423758,0.1362964,-0.02071706,0.05500006,-0.0136618,0.05499999,-0.04923937, 
25.00006,-0.7642099,0.9336115,0.01311107,-1.464698,0.7470358,-0.7661821,0.14475,-0.009145525,0.05268197,-0.03664236,0.05401523,-0.0530468, 
25.10006,-0.762098,0.9470506,0.01987882,-1.471522,0.7608064,-0.7769507,0.1488665,-0.003403392,0.05151314,-0.04813173,0.05354544,-0.05491553, 
25.20006,-0.7594975,0.9543984,0.02323301,-1.475013,0.7785041,-0.7906516,0.1500013,-0.0122173,0.05094071,-0.05386481,0.05333611,-0.05500003, 
25.30006,-0.7609985,0.956615,0.02373583,-1.476147,0.7922748,-0.8059058,0.1500014,-0.0280649,0.05083366,-0.05499996,0.05309612,-0.05499997, 
25.40006,-0.7575951,0.9545904,0.02389975,-1.477404,0.8052251,-0.8184896,0.1491842,-0.04975934,0.05119128,-0.05499996,0.05455701,-0.05441945, 
25.50006,-0.7456396,0.9411165,0.02264281,-1.478119,0.813498,-0.8280191,0.1459968,-0.07623598,0.05254388,-0.05499996,0.05499999,-0.05110544, 
25.60006,-0.7521671,0.9482374,0.02344258,-1.478102,0.8318065,-0.8556128,0.147552,-0.1019447,0.05181456,-0.05500012,0.05493633,-0.05303174, 
25.70006,-0.7579616,0.9530894,0.03649254,-1.47777,0.8590161,-0.8952317,0.1489319,-0.1420524,0.05123897,-0.05500007,0.0540512,-0.05483976, 
25.80006,-0.7596546,0.9550092,0.05591853,-1.478329,0.8888962,-0.9386904,0.1488266,-0.19525,0.0510972,-0.05499997,0.05477286,-0.05457122, 
25.90006,-0.7460584,0.9390569,0.07618745,-1.478067,0.9156696,-0.9808401,0.144952,-0.2637542,0.05282376,-0.05500002,0.05500006,-0.04983793, 
26.00006,-0.7572111,0.9523564,0.1025428,-1.480493,0.9618684,-1.054912,0.1478832,-0.3352603,0.05096739,-0.05500003,0.05498712,-0.05232067, 
26.10006,-0.7430391,0.9374512,0.125047,-1.479428,0.9929702,-1.11551,0.1446758,-0.4192106,0.05264032,-0.05500007,0.05500004,-0.04839572, 
26.20006,-0.7570017,0.9533163,0.1415052,-1.481505,1.030861,-1.198011,0.147477,-0.4963018,0.05057158,-0.05500004,0.05494832,-0.05163698, 
26.30006,-0.7620806,0.9571385,0.1480755,-1.479201,1.059624,-1.276883,0.1486547,-0.5695882,0.05019515,-0.05500003,0.05372205,-0.05447857, 
26.40006,-0.763983,0.9611703,0.1499999,-1.479097,1.072767,-1.341931,0.1486131,-0.6365216,0.05006375,-0.05500007,0.05429772,-0.054701, 
26.50006,-0.7672817,0.9639105,0.1499998,-1.480179,1.080446,-1.404624,0.1485946,-0.6984109,0.04975222,-0.055,0.05477994,-0.05462139, 
26.60007,-0.7674038,0.964277,0.1499997,-1.47976,1.07432,-1.452829,0.1486788,-0.7413286,0.04983226,-0.05500006,0.05484022,-0.05477327, 
26.70007,-0.7686954,0.965167,0.1499999,-1.48058,1.06294,-1.492449,0.1487259,-0.7747517,0.04969317,-0.05500007,0.05499999,-0.05470204, 
26.80007,-0.7676831,0.9646086,0.1499999,-1.480249,1.0517,-1.526605,0.1488339,-0.8026071,0.04980271,-0.05500014,0.05496052,-0.05481061, 
26.90007,-0.7693062,0.9684483,0.1499998,-1.483216,1.045644,-1.560464,0.1497332,-0.8286823,0.04899822,-0.05500007,0.05478977,-0.05500003, 
27.00007,-0.76791,0.9659351,0.1499999,-1.481785,1.034614,-1.58544,0.1493928,-0.8501149,0.04946597,-0.05500003,0.05486042,-0.05495685, 
27.10007,-0.7690095,0.9686229,0.1499997,-1.484071,1.022379,-1.604656,0.1500014,-0.8613724,0.048875,-0.05499998,0.05466426,-0.05500007, 
27.20007,-0.7673514,0.9655859,0.1499999,-1.482395,1.004838,-1.613836,0.1495987,-0.8665385,0.04943123,-0.05500003,0.05480054,-0.05495645, 
27.30007,-0.7682415,0.9679421,0.1499997,-1.48449,0.9936159,-1.623645,0.1500014,-0.8695405,0.04890014,-0.05499996,0.05458309,-0.05500007, 
27.40007,-0.7664264,0.964818,0.1499999,-1.482744,0.9800199,-1.626891,0.1496346,-0.870675,0.04946941,-0.05499995,0.05476016,-0.0549567, 
27.50007,-0.7674038,0.9671742,0.1499999,-1.484734,0.9733003,-1.63286,0.1500014,-0.871565,0.04894725,-0.05500004,0.05453149,-0.05499998, 
27.60007,-0.7656236,0.9641373,0.1499998,-1.482954,0.9639279,-1.633506,0.1496531,-0.8717047,0.04951065,-0.05499999,0.05473419,-0.05495705, 
27.70007,-0.7668104,0.9665982,0.1499999,-1.484874,0.960734,-1.637712,0.1500014,-0.8720537,0.04898496,-0.05500003,0.05449936,-0.0549999, 
27.80007,-0.7682765,0.9609608,0.1499998,-1.468101,0.9539097,-1.636892,0.1496612,-0.8719665,0.04954016,-0.05500001,0.05471786,-0.0549571, 
27.90007,-0.7742455,0.9595471,0.1499998,-1.447454,0.9521644,-1.639964,0.1500014,-0.8721411,0.0490501,-0.05500006,0.05447809,-0.05500013, 
28.00007,-0.7775616,0.9523738,0.1499999,-1.419424,0.9464397,-1.638515,0.1496644,-0.8720189,0.04963558,-0.05500007,0.0547066,-0.05495752, 
28.10007,-0.7833038,0.9506459,0.1500001,-1.393017,0.9457415,-1.641133,0.1500016,-0.8721236,0.04922693,-0.05500013,0.05446334,-0.055, 
28.20007,-0.7853633,0.9436472,0.1499999,-1.362212,0.9411513,-1.639423,0.149667,-0.8720189,0.04982499,-0.05500004,0.05469875,-0.05495774, 
28.30007,-0.7896916,0.9422858,0.1500001,-1.334322,0.9413782,-1.641831,0.1500013,-0.8720712,0.04948341,-0.05500009,0.05445293,-0.05500008, 
28.40007,-0.7903898,0.9356361,0.1499999,-1.302853,0.9376432,-1.640016,0.1496684,-0.8720014,0.0500782,-0.05499988,0.05469312,-0.05495807, 
28.50007,-0.7935838,0.9345889,0.1499999,-1.274579,0.9385508,-1.642285,0.1500014,-0.8720537,0.04979181,-0.05500005,0.05444579,-0.05499991, 
28.60007,-0.7933569,0.9281661,0.1500001,-1.242954,0.9353918,-1.640417,0.1496675,-0.8719839,0.05037405,-0.05499998,0.0546893,-0.05495831, 
28.70007,-0.7742804,0.904866,0.1499998,-1.211171,0.9283057,-1.626053,0.1362365,-0.8790001,0.05292488,-0.0546898,0.05500007,-0.05149855, 
28.80007,-0.7808603,0.9100496,0.1499998,-1.181152,0.9322327,-1.632092,0.1207325,-0.8754572,0.05204841,-0.05500001,0.05496273,-0.05322431, 
28.90007,-0.7887142,0.9147969,0.1500002,-1.153628,0.9360027,-1.638463,0.1029097,-0.8737816,0.05115151,-0.05500005,0.05458904,-0.05444354, 
29.00007,-0.7910879,0.9111317,0.1499999,-1.122247,0.9340129,-1.63855,0.08202313,-0.8728391,0.0513959,-0.05500006,0.05475422,-0.05471329, 
29.10007,-0.7733379,0.8893675,0.1499999,-1.090639,0.9279218,-1.625949,0.0634762,-0.8790001,0.05364212,-0.05449131,0.05500008,-0.05171483, 
29.20008,-0.7603352,0.8630479,0.1462251,-1.049135,0.9111142,-1.607448,0.05230391,-0.8806059,0.05499993,-0.05232717,0.05500003,-0.04939308, 
29.30008,-0.7544361,0.8486489,0.1442523,-1.01346,0.903714,-1.59853,0.04664909,-0.8812866,0.05500007,-0.05131551,0.055,-0.04829511, 
29.40008,-0.751818,0.8391019,0.1428731,-0.9799674,0.9015847,-1.594777,0.0437281,-0.8814611,0.05500001,-0.05078373,0.05500004,-0.04782107, 
29.50008,-0.7507185,0.8326268,0.1421516,-0.9482199,0.9008342,-1.592788,0.04224109,-0.8815134,0.05500003,-0.05059628,0.05499999,-0.04759329, 
29.60008,-0.7502996,0.8277049,0.1417839,-0.9173625,0.9006946,-1.591775,0.04148971,-0.8815309,0.055,-0.05059239,0.05499998,-0.04748543, 
29.70008,-0.7501949,0.8235685,0.1415948,-0.8869414,0.9007819,-1.591217,0.04110872,-0.8815309,0.05500004,-0.05068447,0.05500012,-0.04743405, 
29.80008,-0.7502123,0.8198335,0.1415042,-0.8567647,0.9009389,-1.590868,0.04091775,-0.8815309,0.05500002,-0.0508302,0.05500003,-0.0474102, 
29.90008,-0.7502472,0.816273,0.1414484,-0.8266752,0.9010785,-1.590676,0.04081558,-0.8815134,0.05499999,-0.05100178,0.05500004,-0.04739843, 
30.00008,-0.7502821,0.8128173,0.1414176,-0.7966381,0.9011833,-1.590554,0.04076146,-0.8815134,0.05499997,-0.05119022,0.05500005,-0.04739273, 
30.10008,-0.7503345,0.8094488,0.1414062,-0.7666533,0.9013229,-1.590484,0.04073488,-0.881496,0.05500001,-0.05139054,0.05500009,-0.0473905, 
30.20008,-0.750352,0.8060628,0.1413907,-0.7366686,0.9013753,-1.590414,0.04071533,-0.881496,0.05499998,-0.05159647,0.05500007,-0.04738901, 
30.30008,-0.7690968,0.8328013,0.1477201,-0.7176096,0.9220574,-1.614011,0.04506993,-0.8767138,0.0544835,-0.05377795,0.0549577,-0.05117926, 
30.40008,-0.7800574,0.844844,0.15,-0.693175,0.9315869,-1.625809,0.04724121,-0.8743227,0.05434543,-0.05475097,0.05493627,-0.0530725, 
30.50008,-0.7887318,0.8548099,0.1500001,-0.6684436,0.9381493,-1.634466,0.04939435,-0.8728042,0.05419919,-0.055,0.05451763,-0.05442624, 
30.60008,-0.7953291,0.8557175,0.1499999,-0.638424,0.9362819,-1.639388,0.04990385,-0.8700815,0.05404935,-0.055,0.05387193,-0.0550001, 
30.70008,-0.7926587,0.8529075,0.1500001,-0.6091548,0.9366135,-1.638655,0.04968654,-0.8709716,0.05443226,-0.05499997,0.05441025,-0.05498712, 
30.80008,-0.7943517,0.8563982,0.1499998,-0.5816484,0.9412386,-1.643053,0.05124126,-0.8703957,0.05452549,-0.05500001,0.04941279,-0.04879082, 
30.90008,-0.7920653,0.8501149,0.1500001,-0.5507561,0.9387254,-1.640383,0.0503131,-0.8711637,0.0548773,-0.05485849,0.04324863,-0.03791738, 
31.00008,-0.7926413,0.8518254,0.1499999,-0.5224992,0.9432981,-1.644065,0.05150602,-0.870483,0.05500003,-0.05479021,0.03587294,-0.02775234, 
31.10008,-0.7898662,0.8447219,0.1500001,-0.4911356,0.9408197,-1.640906,0.05044327,-0.8711811,0.05500004,-0.05455533,0.0329813,-0.02188569, 
31.20008,-0.7894822,0.8446172,0.1500001,-0.4630009,0.9442231,-1.643315,0.0511267,-0.8713033,0.05500002,-0.05423239,0.03107987,-0.01941907, 
31.30008,-0.7881558,0.8377406,0.1499999,-0.4313581,0.9412386,-1.640557,0.05025707,-0.8715825,0.05500003,-0.05407969,0.03060906,-0.01771655, 
31.40008,-0.7922049,0.837217,0.1499999,-0.4029441,0.9412212,-1.64232,0.05079268,-0.8717745,0.055,-0.05369155,0.03003605,-0.01719244, 
31.50008,-0.7700393,0.7985405,0.1457423,-0.3599218,0.9183922,-1.615634,0.04561139,-0.8763648,0.05499441,-0.05433144,0.03377546,-0.01291966, 
31.60008,-0.7579092,0.7781725,0.1435908,-0.3236539,0.9086533,-1.602596,0.04297912,-0.8787035,0.05490647,-0.05473617,0.03566591,-0.01075544, 
31.70008,-0.7812792,0.803026,0.15,-0.3015929,0.9228079,-1.62265,0.04745089,-0.8736246,0.055,-0.05408913,0.03211248,-0.01417184, 
31.80009,-0.7853807,0.8084539,0.1499998,-0.2758493,0.9305048,-1.63019,0.04843448,-0.8729089,0.05499998,-0.05346557,0.03112194,-0.01508147, 
31.90009,-0.783007,0.8015075,0.15,-0.2462659,0.9289514,-1.628183,0.0480517,-0.8744274,0.05500008,-0.05321279,0.0317657,-0.01442304, 
32.00008,-0.7736869,0.7855726,0.1483962,-0.2112896,0.9214291,-1.618165,0.04598617,-0.8759458,0.05499999,-0.05393874,0.03316298,-0.01298907, 
32.10008,-0.7666708,0.7777187,0.1489882,-0.1829978,0.922232,-1.615878,0.0453192,-0.8786686,0.05500001,-0.05342875,0.03413601,-0.01197615, 
32.20008,-0.7850142,0.7937932,0.15,-0.1565386,0.9315521,-1.630207,0.04889094,-0.8735372,0.05500004,-0.05277001,0.03121776,-0.01486964, 
32.30008,-0.7910181,0.7954862,0.1500001,-0.1272345,0.9329483,-1.636368,0.04950546,-0.8709891,0.055,-0.05254811,0.02995278,-0.01617101, 
32.40008,-0.7903898,0.7939153,0.15,-0.09822713,0.9346936,-1.637189,0.04944597,-0.8714254,0.05500001,-0.05216356,0.03002981,-0.01609572, 
32.50008,-0.7950847,0.7960796,0.15,-0.07119198,0.9368054,-1.640993,0.05041574,-0.8717396,0.05500001,-0.05122911,0.0297312,-0.0163875, 
32.60007,-0.7925889,0.7909832,0.15,-0.04220206,0.9362645,-1.639772,0.0499091,-0.8718268,0.05499997,-0.05130659,0.02992823,-0.01620396, 
32.70007,-0.7927983,0.7943692,0.15,-0.03008948,0.9377654,-1.642756,0.061653,-0.8718967,0.0550001,-0.05055257,0.02971489,-0.01643236, 
32.80007,-0.7852585,0.7922573,0.15,-0.02164208,0.9374512,-1.641011,0.07756816,-0.8718967,0.05500002,-0.05082457,0.02987725,-0.01620689, 
32.90007,-0.7834783,0.7967777,0.1500001,-0.01991421,0.9389697,-1.64335,0.09754716,-0.8720363,0.05499997,-0.05018729,0.02958515,-0.0164198, 
33.00007,-0.7763923,0.7956257,0.1499999,-0.01675516,0.9385683,-1.64143,0.117583,-0.8720189,0.05500003,-0.05054324,0.02975263,-0.01618447, 
33.10007,-0.7739313,0.795556,0.15,-0.01577778,0.9371022,-1.641011,0.1335115,-0.8722458,0.05500004,-0.05053518,0.02984159,-0.01605239, 
33.20007,-0.7722384,0.7999018,0.1499998,-0.01663299,0.9412386,-1.64335,0.1425009,-0.8718268,0.055,-0.05010635,0.02941748,-0.01645675, 
33.30006,-0.769219,0.7970918,0.1499998,-0.01532399,0.9385508,-1.641133,0.1458239,-0.8722108,0.05500002,-0.05043641,0.02978954,-0.01607317, 
33.40006,-0.7665486,0.7959225,0.1499997,-0.01542871,0.9381668,-1.640034,0.147695,-0.8729788,0.05500001,-0.05039556,0.03010355,-0.01575981, 
33.50006,-0.7456221,0.7720464,0.149231,-0.01211258,0.9272236,-1.622441,0.1454589,-0.8801346,0.05500001,-0.05163575,0.03408692,-0.01177534, 
33.60006,-0.7557974,0.7871959,0.1499997,-0.0148353,0.9361423,-1.633838,0.1482774,-0.8760855,0.05500002,-0.05065,0.03163557,-0.01422683, 
33.70006,-0.7399324,0.7678925,0.1492627,-0.01183333,0.9269618,-1.619596,0.1457854,-0.8816356,0.05500004,-0.05176061,0.03482945,-0.01103179, 
33.80006,-0.7525859,0.7851363,0.1499999,-0.01469567,0.9362819,-1.632389,0.148449,-0.8768359,0.05500004,-0.0507105,0.03200472,-0.01385738, 
