Timestamp, upperLink1, upperLink2, upperLink3, upperLink4, lowerLink1, lowerLink2, lowerLink3, lowerLink4, gripUpperR, gripUpperL, gripLowerR, gripLowerL,
33.90005,-0.7631627,0.785468,0.1490757,0.02722714,0.9256528,-1.617781,0.1457809,-0.8820196,0.05500001,-0.05180529,0.03506491,-0.0107964, 
34.00005,-0.7973362,0.8198684,0.15,0.0567232,0.9325643,-1.630452,0.1483434,-0.8770279,0.05500007,-0.05054288,0.03215704,-0.01370488, 
34.10005,-0.7983136,0.8171806,0.1490233,0.0887849,0.9210277,-1.61628,0.1455714,-0.8821942,0.05500002,-0.05173208,0.03524645,-0.01061483, 
34.20005,-0.8262389,0.852157,0.1499999,0.1151743,0.9286548,-1.629562,0.1481801,-0.8770803,0.055,-0.05027474,0.03226481,-0.01359718, 
34.30005,-0.8238303,0.8506735,0.1489749,0.1476025,0.917729,-1.615547,0.1454003,-0.8822814,0.05500007,-0.05160999,0.03535907,-0.01050251, 
34.40005,-0.8499928,0.8869763,0.1499998,0.1745504,0.9258971,-1.62909,0.1480554,-0.8770803,0.05499999,-0.05001322,0.03232983,-0.01353244, 
34.50005,-0.8456295,0.8858069,0.148905,0.2073975,0.9172054,-1.616349,0.1454512,-0.8822465,0.05500003,-0.05156077,0.03533432,-0.01052717, 
34.60004,-0.8703783,0.9222843,0.1499999,0.2346595,0.9265953,-1.630225,0.1481473,-0.8770978,0.05500001,-0.04992699,0.03229985,-0.01356256, 
34.70004,-0.8649502,0.9216211,0.1488542,0.2674193,0.9170832,-1.616611,0.145432,-0.8822988,0.05500008,-0.0515588,0.0353581,-0.0105036, 
34.80004,-0.8883377,0.9577843,0.1500002,0.2946639,0.9171356,-1.616454,0.1480034,-0.8753698,0.05499995,-0.04985005,0.03247765,-0.01338636, 
34.90004,-0.8825955,0.957732,0.148808,0.3271969,0.8939577,-1.58167,0.1451401,-0.8774294,0.05500002,-0.051512,0.0356513,-0.01021469, 
35.00004,-0.9060004,0.9948202,0.15,0.3541448,0.8894023,-1.570692,0.1477658,-0.86879,0.05499996,-0.04960096,0.03267064,-0.01319831, 
35.10004,-0.8997696,0.9945585,0.1487602,0.3868173,0.8672017,-1.531108,0.1449156,-0.8700117,0.05500009,-0.05142497,0.03600413,-0.009867388, 
35.20004,-0.9224065,1.031141,0.1499999,0.4138525,0.8639205,-1.516709,0.1475729,-0.861128,0.05500008,-0.0495219,0.03297032,-0.01290451, 
35.30003,-0.9158266,1.030652,0.1486444,0.4466472,0.8421388,-1.473337,0.1446094,-0.8618436,0.05500007,-0.05148237,0.03653984,-0.009337507, 
35.40003,-0.9383065,1.067321,0.15,0.4735951,0.8277398,-1.438361,0.1474213,-0.8498532,0.05500006,-0.04951493,0.033331,-0.01255232, 
35.50003,-0.931936,1.067112,0.1486032,0.5064073,0.7922049,-1.368338,0.14443,-0.8462055,0.05500001,-0.05153818,0.03711123,-0.008778469, 
35.60003,-0.9537875,1.103292,0.1500001,0.5332854,0.7696728,-1.312557,0.1473109,-0.8313876,0.05499997,-0.04957377,0.03376839,-0.01212975, 
35.70003,-0.9478534,1.103572,0.1485826,0.56608,0.7277499,-1.223685,0.1442224,-0.8244936,0.055,-0.05161674,0.0378911,-0.008016126, 
35.80003,-0.9685705,1.138932,0.1499999,0.594337,0.698184,-1.148287,0.1469842,-0.8062723,0.05500005,-0.05009216,0.03392313,-0.01199561, 
35.90002,-0.9691638,1.142527,0.1480043,0.6304129,0.6485469,-1.041857,0.1443937,-0.7935488,0.05457014,-0.05290707,0.03673966,-0.009182418, 
36.00002,-0.9886069,1.176055,0.15,0.6567674,0.6128898,-0.9477138,0.1471306,-0.7746643,0.05500003,-0.05098283,0.03336479,-0.01257456, 
36.10002,-0.9874375,1.179581,0.1479595,0.6914297,0.5609314,-0.8264832,0.1443747,-0.7600909,0.05455009,-0.05337207,0.03682272,-0.009126571, 
36.20002,-1.005798,1.212637,0.15,0.7170162,0.5257804,-0.7241546,0.1471388,-0.7410668,0.05500001,-0.05128538,0.03341765,-0.0125491, 
36.30002,-1.003704,1.215168,0.1477154,0.7518006,0.4809429,-0.6057165,0.1441344,-0.726598,0.05434152,-0.05373048,0.03721505,-0.008763918, 
36.40002,-1.021855,1.24798,0.15,0.7773522,0.4558975,-0.5121669,0.1469797,-0.7098603,0.05500001,-0.05171247,0.0336219,-0.01237191, 
36.50002,-1.020162,1.251192,0.147662,0.8118923,0.4226315,-0.4077787,0.1440406,-0.6966656,0.05428394,-0.05400104,0.0371396,-0.00886643, 
36.60001,-1.038017,1.283655,0.1499788,0.8376009,0.4081452,-0.3281394,0.1468642,-0.6831219,0.05500005,-0.0521046,0.03359019,-0.01242804, 
36.70001,-1.035783,1.286552,0.1474673,0.8722108,0.3862413,-0.2416932,0.1438435,-0.6718994,0.05410282,-0.05437776,0.03688955,-0.009140297, 
36.80001,-1.053533,1.319277,0.1497045,0.8979195,0.3808308,-0.1773604,0.1466995,-0.6616543,0.05500004,-0.05253714,0.03346827,-0.01256943, 
36.90001,-1.052015,1.323169,0.1473861,0.9321629,0.3752632,-0.1193456,0.1439378,-0.6540272,0.05411703,-0.05457884,0.03612979,-0.009913015, 
37.00001,-1.069416,1.355754,0.1495616,0.9579763,0.3832569,-0.08026769,0.146697,-0.6485469,0.05499996,-0.05284867,0.03308184,-0.01296048, 
37.10001,-1.068124,1.359838,0.1473079,0.9921848,0.3814242,-0.03715806,0.144018,-0.6425954,0.05405615,-0.05479524,0.03545513,-0.01058836, 
37.2,-1.085455,1.392563,0.1494724,1.018016,0.3886325,-0.0055676,0.1467165,-0.6386858,0.05499997,-0.05314699,0.03273869,-0.01330236, 
37.3,-1.083448,1.396037,0.1472659,1.050915,0.384304,0.03213151,0.1441161,-0.6329436,0.0539979,-0.05499995,0.03487281,-0.01116927, 
37.4,-1.099104,1.427313,0.1494024,1.074076,0.3924896,0.05574582,0.1467537,-0.6305701,0.05500008,-0.05344993,0.03244047,-0.01359766, 
37.5,-1.095822,1.429233,0.1471557,1.105055,0.3956487,0.07567748,0.14413,-0.6271666,0.05387873,-0.05500005,0.03443262,-0.01160195, 
37.6,-1.111269,1.460195,0.1493298,1.127081,0.4109552,0.08251917,0.1467592,-0.6276553,0.05500004,-0.05362847,0.03220849,-0.01381718, 
37.7,-1.108319,1.461836,0.1471418,1.157502,0.4148124,0.09300859,0.1441934,-0.6254213,0.0538319,-0.05500003,0.03412018,-0.01190072, 
37.8,-1.120187,1.489726,0.1493492,1.173123,0.4291067,0.09417796,0.1467924,-0.6267652,0.05500012,-0.05379449,0.03204373,-0.01396915, 
37.89999,-1.107778,1.482901,0.1472355,1.187435,0.4311138,0.1009847,0.1442566,-0.6248453,0.05379883,-0.05500011,0.03393512,-0.0120752, 
37.99999,-1.11167,1.502589,0.1494395,1.188203,0.4441339,0.09976302,0.1468245,-0.6264685,0.05500013,-0.05391064,0.03194423,-0.01405982, 
38.09999,-1.098336,1.49175,0.1474359,1.194957,0.4442037,0.1050863,0.1445023,-0.6247057,0.05386418,-0.05500001,0.03365628,-0.01234554, 
38.19999,-1.102524,1.508121,0.1495489,1.192025,0.4552691,0.1029919,0.1469478,-0.6263987,0.05500012,-0.05395633,0.03179991,-0.01419737, 
38.29999,-1.091023,1.495712,0.1475881,1.196737,0.4534889,0.1075297,0.1446344,-0.6247231,0.05389963,-0.05500004,0.03353583,-0.01246094, 
38.39999,-1.096538,1.510652,0.1496293,1.192967,0.4629486,0.1050688,0.1470143,-0.6263987,0.05499999,-0.05397573,0.03173669,-0.01425625, 
38.49998,-1.086485,1.497353,0.1476336,1.197278,0.4595801,0.10931,0.1446849,-0.6246882,0.05389221,-0.05500001,0.03348042,-0.01251268, 
38.59998,-1.093065,1.511769,0.1496552,1.193264,0.4679227,0.1065349,0.1470397,-0.6263812,0.0550001,-0.05398262,0.03170704,-0.01428285, 
38.69998,-1.083972,1.498103,0.147649,1.19747,0.4635246,0.1105317,0.1447096,-0.6246533,0.05388819,-0.055,0.03344877,-0.0125418, 
38.79998,-1.091197,1.512293,0.1496649,1.193369,0.4711167,0.1075472,0.1470521,-0.6263638,0.05500009,-0.05398573,0.03168991,-0.01429785, 
38.89998,-1.082628,1.49847,0.1476554,1.19754,0.4660204,0.1113695,0.1447237,-0.6246359,0.05388619,-0.05500006,0.03342875,-0.01256017, 
38.99998,-1.09022,1.512555,0.1496694,1.193421,0.4731413,0.1082279,0.1470564,-0.6263463,0.0550001,-0.05398697,0.03167905,-0.01430732, 
39.09998,-1.081912,1.498627,0.147657,1.197592,0.467626,0.111928,0.1320998,-0.6246184,0.05388424,-0.05500002,0.03342727,-0.01255696, 
39.19997,-1.089714,1.512642,0.1496613,1.193491,0.4744329,0.1086642,0.1154399,-0.6263463,0.0550001,-0.05399318,0.03169986,-0.0142769, 
39.29997,-1.081563,1.498609,0.1476285,1.197697,0.468778,0.1122421,0.09091999,-0.6247057,0.05387066,-0.05500005,0.03342392,-0.01254819, 
39.39997,-1.089522,1.51252,0.1496123,1.193683,0.4752881,0.1089435,0.06951381,-0.6263987,0.05500004,-0.05401214,0.03172024,-0.0142434, 
39.49997,-1.081423,1.498383,0.13677,1.197924,0.4696855,0.1123992,0.04260016,-0.6248803,0.05384653,-0.05500008,0.0334068,-0.01255154, 
39.59997,-1.089522,1.512223,0.1224413,1.194067,0.4758989,0.1091005,0.03100886,-0.6264685,0.05500005,-0.05404454,0.03172431,-0.01422846, 
39.69997,-1.081476,1.498051,0.1012859,1.198378,0.4701394,0.1126261,0.0216042,-0.6249849,0.05384713,-0.05500004,0.0334016,-0.01255089, 
39.79996,-1.089644,1.511839,0.08290911,1.194573,0.4762305,0.1092402,0.02052679,-0.6265383,0.05500005,-0.05408391,0.03172183,-0.01422803, 
39.89996,-1.093449,1.518785,0.06970167,1.192793,0.4793721,0.1073901,0.01998427,-0.6273063,0.05500012,-0.05365814,0.03088146,-0.01506599, 
39.99996,-1.09481,1.522346,0.06062066,1.19199,0.4814665,0.1065174,0.01971331,-0.6276902,0.05500003,-0.05346509,0.03045332,-0.01549302, 
40.09996,-1.083954,1.511874,0.05021488,1.190053,0.483718,0.1034282,0.01610746,-0.6275506,0.05496603,-0.05417759,0.03327119,-0.01267093, 
40.19996,-1.090935,1.518716,0.04588878,1.190733,0.4831944,0.1046849,0.01778354,-0.6278124,0.05500004,-0.05372273,0.03164955,-0.01429631, 
40.29996,-1.082331,1.510146,0.0428189,1.189651,0.484835,0.1021541,0.01524629,-0.6276378,0.0550001,-0.05426363,0.03377365,-0.0121658, 
40.39996,-1.090133,1.517791,0.04221582,1.190576,0.4837529,0.1040216,0.0173526,-0.6278473,0.0550001,-0.05376719,0.03190124,-0.01404313, 
40.49995,-1.082052,1.509692,0.04099667,1.189616,0.4850444,0.1018225,0.01503243,-0.6276553,0.05500013,-0.0542793,0.03389916,-0.01203955, 
40.59995,-1.090045,1.517546,0.04131221,1.190559,0.4838052,0.1038296,0.01724591,-0.6278647,0.05500001,-0.05377541,0.03196418,-0.01397998, 
40.69995,-1.082069,1.509553,0.04054868,1.189616,0.485027,0.1017178,0.01497974,-0.6276728,0.05500004,-0.0542815,0.03393053,-0.01200805, 
40.79995,-1.09008,1.517459,0.04109024,1.190559,0.4837704,0.1037773,0.01721956,-0.6278647,0.05500019,-0.05377641,0.03197978,-0.01396426, 
40.89995,-1.082104,1.509518,0.04043877,1.189616,0.4849921,0.1016829,0.01496662,-0.6276728,0.05500005,-0.05428153,0.03393841,-0.01200019, 
40.99995,-1.090115,1.517442,0.04103589,1.190559,0.4837354,0.1037424,0.01721312,-0.6278647,0.05500008,-0.05377641,0.03198379,-0.01396028, 
41.09995,-1.082139,1.5095,0.04041183,1.189616,0.4849572,0.1016654,0.01496377,-0.6276728,0.05500007,-0.05428137,0.03394127,-0.01199979, 
41.19994,-1.090133,1.517442,0.04102242,1.190559,0.4836831,0.1037598,0.01720287,-0.6278647,0.05500009,-0.05377632,0.03644518,-0.02096853, 
41.29994,-1.082139,1.5095,0.04040527,1.189616,0.4848699,0.1017003,0.01494183,-0.6276553,0.05500007,-0.05428131,0.04508658,-0.02951273, 
41.39994,-1.09015,1.517424,0.04101884,1.190559,0.4835784,0.1037947,0.01717641,-0.6278298,0.05499994,-0.05377523,0.04999096,-0.04225394, 
41.49994,-1.082156,1.5095,0.04040337,1.189581,0.4848001,0.1017352,0.0149224,-0.6276204,0.05054844,-0.04730618,0.05500001,-0.04568358, 
41.59994,-1.090185,1.517459,0.04101812,1.190489,0.4835435,0.1038122,0.01716675,-0.6278124,0.0446219,-0.03634599,0.05494807,-0.05034, 
41.69994,-1.082209,1.509535,0.04040336,1.189494,0.4847652,0.1017352,0.0149181,-0.6276204,0.03737843,-0.02613317,0.05499999,-0.04972677, 
41.79993,-1.09022,1.517477,0.04101789,1.190419,0.4835086,0.1038122,0.0171646,-0.6278124,0.03451944,-0.02026863,0.05494788,-0.05236167, 
41.89993,-1.082244,1.509553,0.04040348,1.189459,0.4847477,0.1017178,0.01491727,-0.6276204,0.03232708,-0.01809382,0.05500003,-0.05073759, 
41.99993,-1.090255,1.517477,0.04101789,1.190402,0.4834911,0.1037947,0.01716413,-0.6278124,0.03199345,-0.01624881,0.05494797,-0.05286696, 
42.09993,-1.082261,1.509535,0.04040372,1.189459,0.4847303,0.1017178,0.01491715,-0.6276204,0.03106432,-0.01608369,0.05500003,-0.05099038, 
42.19993,-1.090272,1.517477,0.04101789,1.190402,0.4834737,0.1037947,0.01716401,-0.6278124,0.0313619,-0.01524372,0.054948,-0.05299336, 
42.29993,-1.082279,1.509535,0.04040372,1.189459,0.4847128,0.1017178,0.01491715,-0.6276204,0.03074853,-0.01558105,0.05500007,-0.05105346, 
42.39993,-1.09029,1.517477,0.04101789,1.190402,0.4834737,0.1037947,0.01716401,-0.6278124,0.03120413,-0.01499245,0.05494798,-0.05302497, 
42.49992,-1.082279,1.509535,0.04040384,1.189459,0.4847128,0.1017178,0.01491727,-0.6276204,0.03066955,-0.01545541,0.05499999,-0.05106933, 
42.59992,-1.09029,1.517477,0.04101789,1.190402,0.4834562,0.1037947,0.01716413,-0.6278124,0.03116472,-0.01492957,0.05494796,-0.0530328, 
42.69992,-1.082296,1.509535,0.04040396,1.189459,0.4846954,0.1017178,0.01491715,-0.6276204,0.03064993,-0.01542401,0.05500007,-0.05107327, 
42.79992,-1.09029,1.517477,0.04101789,1.190402,0.4834562,0.1037947,0.01716402,-0.6278124,0.03115487,-0.01491378,0.05494791,-0.05303485, 
42.89992,-1.082296,1.509535,0.04040384,1.189459,0.4846954,0.1017178,0.01491727,-0.6276204,0.03064499,-0.01541618,0.05500005,-0.05107424, 
42.99992,-1.09029,1.517477,0.04101789,1.190402,0.4834562,0.1037947,0.01716687,-0.6278124,0.03115244,-0.01490994,0.05494799,-0.05303528, 
43.09991,-1.082296,1.509535,0.04040384,1.189459,0.4847128,0.1017003,0.02754976,-0.6276204,0.03064384,-0.0154141,0.05500007,-0.05107147, 
43.19991,-1.090272,1.517511,0.04598772,1.190367,0.4834737,0.1037598,0.04879273,-0.6278298,0.03115705,-0.0149036,0.05495156,-0.05302668, 
43.29991,-1.082226,1.509658,0.05041277,1.189302,0.4848176,0.1016131,0.06873418,-0.6276378,0.03065555,-0.01540158,0.055,-0.05095675, 
43.39991,-1.090168,1.517738,0.06436467,1.190105,0.4835435,0.10369,0.09472121,-0.6278473,0.03117935,-0.01486827,0.05495517,-0.05296201, 
43.49991,-1.081912,1.509832,0.08136141,1.188918,0.4849397,0.1014734,0.1170409,-0.6276553,0.03064743,-0.01537754,0.05500003,-0.05075969, 
43.59991,-1.089923,1.518087,0.1016642,1.189599,0.4836307,0.1036027,0.1332053,-0.6278647,0.03120391,-0.01480236,0.05495689,-0.0528594, 
43.69991,-1.081231,1.509919,0.1218115,1.18829,0.4850619,0.1013338,0.1379403,-0.6276553,0.03061375,-0.0153648,0.05500006,-0.05056231, 
43.7999,-1.089504,1.518384,0.1367631,1.188988,0.4837005,0.1035329,0.143638,-0.6278647,0.03121894,-0.01474658,0.05495675,-0.05276106, 
43.8999,-1.080498,1.509867,0.1433495,1.187697,0.4851143,0.101264,0.1431277,-0.6276553,0.03057868,-0.01537444,0.05500001,-0.05045833, 
43.9999,-1.089051,1.518471,0.1475149,1.188552,0.483718,0.103498,0.1462248,-0.6278647,0.03122315,-0.01472973,0.05495677,-0.0527093, 
44.0999,-1.080045,1.509849,0.1486812,1.1874,0.4851143,0.1012466,0.1444099,-0.6276553,0.03056777,-0.01537887,0.05499997,-0.05041479, 
44.1999,-1.088771,1.518506,0.1499999,1.188377,0.4837005,0.103498,0.146864,-0.6278647,0.03122312,-0.01472646,0.05495679,-0.05268766, 
44.2999,-1.079835,1.509849,0.1499121,1.187278,0.4851143,0.1012291,0.1447269,-0.6276553,0.03056438,-0.01538058,0.05500003,-0.05039948, 
44.39989,-1.088649,1.518506,0.15,1.188307,0.4837005,0.1034806,0.147022,-0.6278647,0.03122249,-0.0147263,0.05495683,-0.05267994, 
44.49989,-1.079765,1.509849,0.1499069,1.18726,0.4851143,0.1012291,0.1448054,-0.6276553,0.03056399,-0.0153806,0.055,-0.05039493, 
44.59989,-1.088597,1.518506,0.1499999,1.18829,0.4837005,0.1034806,0.1470611,-0.6278647,0.03122241,-0.01472623,0.05495679,-0.05267771, 
44.69989,-1.079731,1.509867,0.1499069,1.187243,0.4851143,0.1012116,0.1448248,-0.6276553,0.03056388,-0.0153807,0.05499991,-0.05039367, 
44.79989,-1.088579,1.518506,0.1500001,1.18829,0.4837005,0.1034806,0.147071,-0.6278647,0.03122236,-0.01472621,0.05495683,-0.05267706, 
44.89989,-1.079713,1.509867,0.1499066,1.187243,0.4851143,0.1012116,0.1448299,-0.6276553,0.03056363,-0.01538084,0.05499999,-0.05039317, 
44.99989,-1.088562,1.518524,0.15,1.18829,0.483718,0.1034806,0.1470733,-0.6278647,0.03122218,-0.01472629,0.05495684,-0.05267686, 
45.09988,-1.079713,1.509867,0.1499066,1.187243,0.4851143,0.1012116,0.1448308,-0.6276553,0.03056365,-0.01538086,0.055,-0.0503931, 
45.19988,-1.088527,1.518524,0.1500001,1.188255,0.4884129,0.09119345,0.1470744,-0.6189636,0.03122541,-0.01472314,0.05495618,-0.05267712, 
45.29988,-1.079661,1.509954,0.1499295,1.187173,0.4965462,0.07056367,0.1448248,-0.6054722,0.03057665,-0.01536771,0.05500008,-0.05038651, 
45.39988,-1.088056,1.519588,0.1500001,1.173699,0.5041907,0.05066691,0.1470692,-0.5900609,0.03125966,-0.01469017,0.05495456,-0.05267615, 
45.49988,-1.07987,1.511717,0.1500001,1.15087,0.5152212,0.02537709,0.1447784,-0.5734279,0.03065732,-0.01529031,0.05500011,-0.05034727, 
45.59988,-1.091372,1.521037,0.15,1.12654,0.5246285,0.002775073,0.1470441,-0.5562364,0.03140826,-0.01454481,0.05495188,-0.05265822, 
45.69987,-1.087218,1.512363,0.1499999,1.098179,0.5417851,-0.03935718,0.144696,-0.527072,0.03090118,-0.01505143,0.05500003,-0.05027407, 
45.79987,-1.102804,1.521229,0.15,1.071109,0.5605474,-0.08813913,0.1470014,-0.4909611,0.03170282,-0.0142543,0.05494901,-0.05262391, 
45.89987,-1.101896,1.511822,0.15,1.041333,0.5837952,-0.150587,0.1445583,-0.4466821,0.03126619,-0.01468933,0.05500007,-0.05020558, 
45.99987,-1.120205,1.520932,0.15,1.013007,0.6101496,-0.2217266,0.14693,-0.3948109,0.03210462,-0.01385548,0.05494674,-0.05259172, 
46.09987,-1.120379,1.509605,0.15,0.9826728,0.6387905,-0.3010693,0.1442189,-0.3381575,0.03155952,-0.01439807,0.05500003,-0.05001158, 
46.19987,-1.141515,1.519641,0.1499998,0.9536304,0.6672568,-0.3814766,0.1467551,-0.2800206,0.03248351,-0.01347858,0.0549447,-0.05249743, 
46.29987,-1.161464,1.525191,0.1499999,0.9251466,0.6952344,-0.461657,0.1488439,-0.2242573,0.03305911,-0.01288149,0.05403557,-0.0546065, 
46.39986,-1.176998,1.526448,0.15,0.8954412,0.7171209,-0.5286253,0.149075,-0.1753881,0.03327792,-0.01267872,0.05446463,-0.05479707, 
46.49986,-1.194521,1.529886,0.15,0.8638158,0.7376634,-0.5916491,0.1498193,-0.1315629,0.0339272,-0.01203516,0.05471041,-0.05486891, 
46.59986,-1.209112,1.528507,0.1499999,0.834407,0.7479259,-0.633764,0.1495624,-0.1004786,0.03396937,-0.01199859,0.05480302,-0.05492854, 
46.69986,-1.224663,1.529484,0.1499999,0.8036543,0.7566701,-0.6680422,0.1498687,-0.07623598,0.03434051,-0.01162933,0.05488859,-0.05492913, 
46.79986,-1.236985,1.525749,0.1500001,0.7749262,0.7648906,-0.6980619,0.1495899,-0.05510005,0.03413966,-0.01183346,0.05489073,-0.05496341, 
46.89986,-1.251261,1.525715,0.15,0.7445226,0.7734776,-0.7261617,0.1499461,-0.03577925,0.03439682,-0.01157713,0.05491851,-0.05496396, 
46.99986,-1.263357,1.522224,0.1499999,0.7154977,0.7803541,-0.7513468,0.1496304,-0.01785472,0.03423778,-0.01173868,0.05490647,-0.05498065, 
47.09985,-1.278297,1.522782,0.15,0.6850417,0.7820471,-0.7638084,0.1499588,-0.008813913,0.03452172,-0.01145518,0.05483134,-0.05500003, 
47.19985,-1.290671,1.520077,0.1499999,0.655406,0.7819599,-0.7703186,0.1496523,-0.004380776,0.03449455,-0.01148469,0.05486559,-0.05499463, 
47.29985,-1.304895,1.519623,0.1499999,0.625334,0.7813141,-0.7736346,0.1499662,-0.002007129,0.0346342,-0.01134563,0.0547755,-0.05499999, 
47.39985,-1.316729,1.516551,0.1499999,0.5957158,0.780616,-0.7755894,0.149649,-0.0009773844,0.03457201,-0.01140956,0.0548367,-0.05499564, 
47.49985,-1.329993,1.515085,0.15,0.5659754,0.7811047,-0.7772126,0.1500014,-0.0003141593,0.03457627,-0.01140626,0.0547614,-0.05499998, 
47.59985,-1.341093,1.511281,0.1499999,0.536584,0.7812093,-0.7780503,0.1496668,-0.000122173,0.03441485,-0.01156907,0.05482876,-0.05499862, 
47.69984,-1.354742,1.510338,0.1499999,0.506704,0.7811221,-0.7783819,0.1499865,0.0001570796,0.03445698,-0.01152821,0.05474292,-0.05500003, 
47.79984,-1.367553,1.509012,0.15,0.4763004,0.7806683,-0.7787485,0.1498444,3.490658E-05,0.03461356,-0.01137243,0.05483773,-0.05497843, 
47.89984,-1.381393,1.507668,0.15,0.4466472,0.7789055,-0.7778932,0.1499793,0.000296706,0.03456259,-0.01142504,0.0547147,-0.05500001, 
47.99984,-1.393715,1.505695,0.15,0.416453,0.7790277,-0.7786088,0.1498319,0.000122173,0.03463339,-0.01135484,0.05482221,-0.05497985, 
48.09984,-1.407137,1.503863,0.1499999,0.3870093,0.7776838,-0.7777885,0.1499531,0.0003665191,0.03449649,-0.01149374,0.05469022,-0.05500001, 
48.19984,-1.418761,1.501088,0.1499999,0.3572689,0.777422,-0.7778758,0.1496414,0.0002094395,0.03443405,-0.01155684,0.05479639,-0.0549947, 
48.29984,-1.432165,1.499377,0.1499999,0.3282964,0.7766715,-0.7773522,0.1498562,0.0003839724,0.03430968,-0.01168348,0.054664,-0.05500004, 
48.39983,-1.443038,1.495782,0.15,0.2994287,0.7777885,-0.7782249,0.1496142,0.0001570796,0.03416657,-0.01182721,0.05478463,-0.0549662, 
48.49983,-1.456024,1.493915,0.15,0.2708576,0.7781202,-0.77819,0.1498881,0.0003316125,0.03401173,-0.01198464,0.05465728,-0.05500002, 
48.59983,-1.467386,1.491105,0.1500001,0.2419201,0.787894,-0.7853109,0.1496085,-0.01193805,0.03394181,-0.0120547,0.05477371,-0.05496729, 
48.69983,-1.48154,1.490302,0.1500001,0.2132967,0.7995004,-0.7947531,0.1497854,-0.02981022,0.03383387,-0.01216529,0.05461355,-0.05500006, 
48.79983,-1.493897,1.488137,0.1499999,0.188164,0.8128347,-0.8076162,0.14952,-0.05117305,0.03381562,-0.01218377,0.05474464,-0.05496466, 
48.89983,-1.507842,1.486043,0.15,0.1762608,0.824319,-0.8211948,0.1497596,-0.07354818,0.03360398,-0.01240047,0.05455714,-0.05499998, 
48.99982,-1.517407,1.481977,0.15,0.1703267,0.8364665,-0.8372519,0.1494866,-0.09761626,0.03345286,-0.01255382,0.05471291,-0.05496608, 
49.09982,-1.527669,1.480406,0.1500001,0.1678832,0.8600459,-0.863205,0.1498049,-0.138457,0.03324407,-0.01276756,0.05449807,-0.05499994, 
49.19982,-1.53479,1.478608,0.1500001,0.1663997,0.8866098,-0.8942718,0.1494325,-0.1885654,0.03320343,-0.01280878,0.05467173,-0.05496452, 
49.29982,-1.542696,1.4788,0.15,0.1662252,0.9204867,-0.9344493,0.1497395,-0.2505071,0.0330432,-0.01297262,0.05442771,-0.05499998, 
49.39982,-1.545489,1.475815,0.15,0.1665044,0.9582381,-0.9811019,0.149321,-0.3221703,0.0328158,-0.01319972,0.05462763,-0.0549698, 
49.49982,-1.551859,1.477474,0.15,0.1667487,0.9991487,-1.034876,0.1497236,-0.4022461,0.03272305,-0.013295,0.05438669,-0.05500005, 
49.59982,-1.553605,1.475257,0.1500001,0.1673596,1.042625,-1.095107,0.1492218,-0.4932126,0.03249088,-0.01352582,0.05460891,-0.05497002, 
49.69981,-1.558317,1.47688,0.1500001,0.1676912,1.085804,-1.160225,0.149777,-0.5845108,0.03241305,-0.01360603,0.0543752,-0.05500004, 
49.79981,-1.558404,1.474035,0.1499999,0.1685464,1.118302,-1.221486,0.1492151,-0.6718994,0.0321167,-0.01390036,0.05461549,-0.05497026, 
49.89981,-1.538054,1.450002,0.1488096,0.170571,1.127221,-1.262344,0.1453851,-0.7554134,0.0311322,-0.01488472,0.05500001,-0.05176035, 
49.99981,-1.544372,1.459427,0.15,0.1676738,1.152528,-1.322942,0.1463241,-0.8271813,0.03211814,-0.01389654,0.05499999,-0.05193865, 
50.09981,-1.531928,1.442899,0.1488421,0.1701347,1.152895,-1.361444,0.1441395,-0.8921425,0.03113553,-0.01488056,0.05500001,-0.05023452, 
50.19981,-1.54027,1.454872,0.15,0.1670978,1.162791,-1.409877,0.1455701,-0.9394409,0.03220789,-0.01380634,0.05500009,-0.0510481, 
50.2998,-1.529956,1.448955,0.1500001,0.1620713,1.152511,-1.433421,0.1434019,-0.979374,0.03351925,-0.01249532,0.05500007,-0.04820333, 
50.3998,-1.523934,1.447,0.1500001,0.1597849,1.146472,-1.458083,0.1426187,-1.011261,0.03413285,-0.01188246,0.05500003,-0.04724481, 
50.4998,-1.538298,1.458746,0.1396836,0.1624902,1.151219,-1.496917,0.1456045,-1.034631,0.03358255,-0.01243287,0.05499993,-0.05047626, 
50.5998,-1.532556,1.45461,0.1211813,0.1605877,1.145372,-1.515592,0.1447359,-1.062382,0.03404416,-0.01196342,0.05500002,-0.04954036, 
50.6998,-1.539922,1.461033,0.09980993,0.1624029,1.141131,-1.538071,0.1463762,-1.073884,0.03364349,-0.01236632,0.05500005,-0.05132922, 
50.7998,-1.533446,1.455762,0.07591562,0.1605528,1.1249,-1.542348,0.1452681,-1.083099,0.03407236,-0.01193118,0.05500002,-0.0502134, 
50.8998,-1.538752,1.460701,0.05187432,0.1618618,1.116382,-1.553553,0.1463328,-1.084844,0.03378234,-0.01222401,0.05499998,-0.05137292, 
50.99979,-1.533743,1.456285,0.0376759,0.1602387,1.101722,-1.552907,0.1452749,-1.088719,0.03415877,-0.01184281,0.05500001,-0.0503085, 
51.09979,-1.536745,1.459532,0.03099016,0.1612859,1.096364,-1.559609,0.1460296,-1.088265,0.03390395,-0.01210142,0.05499996,-0.05111352, 
51.19979,-1.531684,1.454924,0.0270919,0.159942,1.085019,-1.556502,0.1448575,-1.090744,0.03420725,-0.01179582,0.05500001,-0.05001896, 
