Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL
127.4032, -0.9578018, 1.639335, 0.1792694, 0.8718443, 1.55172, -1.460526, 0.02220229, -0.1693668, -0.05495045, 0.05491228, -0.031918, 0.0144768, 
127.4532, -0.9578018, 1.639335, 0.1792695, 0.8718443, 1.551702, -1.460526, 0.02199022, -0.1693668, -0.05495039, 0.05491236, -0.0319166, 0.01447811, 
127.5032, -0.9578018, 1.639353, 0.1792695, 0.8718618, 1.551702, -1.460509, 0.02181402, -0.1693668, -0.05495046, 0.0549123, -0.03191547, 0.0144793, 
127.5532, -0.9578018, 1.639353, 0.1792698, 0.8718618, 1.551702, -1.460509, 0.02166752, -0.1693668, -0.05495046, 0.05491222, -0.03191439, 0.0144803, 
127.6032, -0.9578018, 1.639353, 0.1792698, 0.8718618, 1.551702, -1.460492, 0.0215458, -0.1693668, -0.05495037, 0.05491234, -0.0319134, 0.01448118, 
127.6532, -0.9578018, 1.639353, 0.1792698, 0.8718618, 1.551685, -1.460492, 0.02144459, -0.1693668, -0.05495043, 0.05491233, -0.03191266, 0.01448192, 
127.7032, -0.9578018, 1.639353, 0.1792698, 0.8718618, 1.551685, -1.460492, 0.02136055, -0.1693842, -0.05495044, 0.0549123, -0.03191192, 0.0144826, 
127.7532, -0.9578018, 1.639353, 0.1792699, 0.8718618, 1.551685, -1.460474, 0.02129058, -0.1693842, -0.05495033, 0.05491243, -0.03191129, 0.0144832, 
127.8032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460474, 0.02123252, -0.1693842, -0.05495036, 0.05491235, -0.03191072, 0.01448375, 
127.8532, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460474, 0.02118424, -0.1693842, -0.05495032, 0.05491235, -0.0319103, 0.01448411, 
127.9032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460474, 0.02114407, -0.1693842, -0.05495038, 0.05491229, -0.03190985, 0.0144845, 
127.9532, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551685, -1.460457, 0.02111069, -0.1693842, -0.05495034, 0.05491235, -0.03190952, 0.01448485, 
128.0032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460457, 0.02108291, -0.1693842, -0.05495033, 0.05491234, -0.03190928, 0.01448512, 
128.0532, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460457, 0.02105991, -0.1693842, -0.05495033, 0.0549123, -0.03190896, 0.01448535, 
128.1032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551685, -1.460457, 0.02104071, -0.1693842, -0.05495036, 0.05491237, -0.03190878, 0.0144856, 
128.1532, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02102486, -0.1693842, -0.05495035, 0.05491239, -0.03190859, 0.01448572, 
128.2032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02101163, -0.1693842, -0.05495036, 0.05491231, -0.03190842, 0.01448588, 
128.2532, -0.9578018, 1.63937, 0.1792699, 0.8718618, 1.551667, -1.460457, 0.02100054, -0.1693842, -0.05495041, 0.05491231, -0.03190827, 0.014486, 
128.3032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02099148, -0.1693842, -0.0549503, 0.05491233, -0.03190818, 0.01448612, 
128.3532, -0.9578018, 1.63937, 0.1792699, 0.8718618, 1.551667, -1.460457, 0.02098385, -0.1693842, -0.05495029, 0.05491234, -0.03190812, 0.01448624, 
128.4032, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551667, -1.460457, 0.02097753, -0.1693842, -0.05495027, 0.05491235, -0.03190797, 0.01448631, 
128.4532, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551667, -1.460457, 0.02097229, -0.1693842, -0.05495029, 0.05491233, -0.03190789, 0.0144864, 
128.5032, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551667, -1.460457, 0.02096788, -0.1693842, -0.05495033, 0.05491237, -0.03190779, 0.01448646, 
128.5532, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551667, -1.460457, 0.0209643, -0.1693842, -0.05495033, 0.05491237, -0.03190777, 0.01448648, 
128.6032, -0.9578018, 1.63937, 0.1792696, 0.8718618, 1.551667, -1.460457, 0.02096132, -0.1693842, -0.05495038, 0.05491234, -0.03190771, 0.01448652, 
128.6532, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095882, -0.1693842, -0.0549504, 0.05491233, -0.03190771, 0.01448661, 
128.7032, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095667, -0.1693842, -0.05495033, 0.05491237, -0.03190767, 0.01448657, 
128.7533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.020955, -0.1693842, -0.05495035, 0.05491232, -0.03190767, 0.0144866, 
128.8033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095357, -0.1693842, -0.05495038, 0.05491233, -0.03190762, 0.01448663, 
128.8533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095238, -0.1693842, -0.05495038, 0.05491229, -0.03190759, 0.0144866, 
128.9033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095131, -0.1693842, -0.05495038, 0.05491232, -0.03190759, 0.01448664, 
128.9533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02095047, -0.1693842, -0.05495035, 0.05491232, -0.03190752, 0.01448667, 
129.0033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094988, -0.1693842, -0.05495033, 0.05491232, -0.03190756, 0.0144867, 
129.0533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094928, -0.1693842, -0.05495035, 0.05491232, -0.03190757, 0.0144867, 
129.1033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.0209488, -0.1693842, -0.05495035, 0.05491232, -0.03190753, 0.0144867, 
129.1533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094833, -0.1693842, -0.05495033, 0.05491238, -0.03190753, 0.0144867, 
129.2033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094809, -0.1693842, -0.05495035, 0.05491232, -0.03190753, 0.01448673, 
129.2533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094773, -0.1693842, -0.05495042, 0.05491232, -0.03190751, 0.01448676, 
129.3033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094761, -0.1693842, -0.0549504, 0.05491231, -0.0319075, 0.01448673, 
129.3533, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094737, -0.1693842, -0.05495033, 0.05491232, -0.0319075, 0.01448673, 
129.4033, -0.9578018, 1.63937, 0.1792698, 0.8718618, 1.551667, -1.460457, 0.02094725, -0.1693842, -0.05495044, 0.05491229, -0.03190748, 0.01448676, 
129.4533, -0.9578018, 1.63937, 0.179269, 0.8718618, 1.551667, -1.460457, 0.02094713, -0.1693842, -0.05495042, 0.05491231, -0.0319075, 0.01448673, 
129.5033, -0.9578018, 1.63937, 0.1792684, 0.8718618, 1.551667, -1.460457, 0.02094701, -0.1693842, -0.05495045, 0.05491231, -0.0319075, 0.01448673, 
129.5533, -0.9578018, 1.63937, 0.179268, 0.8718618, 1.551667, -1.460457, 0.0209469, -0.1693842, -0.05495044, 0.05491229, -0.0319075, 0.01448673, 
129.6033, -0.9578018, 1.63937, 0.1792675, 0.8718618, 1.551667, -1.460457, 0.02094678, -0.1693842, -0.05495042, 0.05491231, -0.0319075, 0.01448673, 
129.6533, -0.9578018, 1.63937, 0.1756882, 0.8718618, 1.551667, -1.460457, 0.02094642, -0.1693842, -0.05494982, 0.05491504, -0.03190753, 0.01448679, 
129.7033, -0.9578018, 1.63937, 0.1725971, 0.8718618, 1.551667, -1.460439, 0.0209457, -0.1693842, -0.0549494, 0.0549173, -0.03190711, 0.01448716, 
129.7533, -0.9578018, 1.639388, 0.1700198, 0.8718618, 1.551667, -1.460439, 0.02094403, -0.1693842, -0.05494897, 0.05491924, -0.0319064, 0.01448789, 
129.8033, -0.9578018, 1.639388, 0.1678739, 0.8718618, 1.551667, -1.460422, 0.02094189, -0.1694017, -0.05494867, 0.05492077, -0.03190553, 0.01448871, 
129.8533, -0.9578018, 1.639388, 0.1660871, 0.8718618, 1.55165, -1.460422, 0.02093939, -0.1694017, -0.05494829, 0.0549222, -0.03190457, 0.01448963, 
129.9033, -0.9578018, 1.639388, 0.1645995, 0.8718618, 1.55165, -1.460404, 0.02093676, -0.1694017, -0.05494811, 0.05492325, -0.03190351, 0.01449066, 
129.9533, -0.9578018, 1.639388, 0.159784, 0.8718618, 1.55165, -1.460404, 0.02093414, -0.1694017, -0.0549474, 0.05492683, -0.03190252, 0.01449163, 
130.0033, -0.9578018, 1.639405, 0.1556637, 0.8718618, 1.551633, -1.460387, 0.0209308, -0.1694017, -0.05494672, 0.05492993, -0.03190119, 0.01449303, 
130.0533, -0.9578018, 1.639405, 0.1522299, 0.8718618, 1.551633, -1.460369, 0.02092675, -0.1694191, -0.05494618, 0.05493242, -0.03189953, 0.01449465, 
130.1033, -0.9578018, 1.639405, 0.1493705, 0.8718618, 1.551615, -1.460352, 0.02092246, -0.1694191, -0.0549457, 0.05493448, -0.03189783, 0.01449627, 
130.1533, -0.9578018, 1.639423, 0.1469897, 0.8718618, 1.551598, -1.460334, 0.02091805, -0.1694191, -0.05494519, 0.05493637, -0.03189608, 0.0144981, 
130.2033, -0.9578018, 1.639423, 0.141429, 0.8718618, 1.551598, -1.460317, 0.02091352, -0.1694366, -0.05494436, 0.05494047, -0.0318943, 0.0144998, 
130.2533, -0.9577843, 1.639423, 0.1366881, 0.8718618, 1.55158, -1.460299, 0.02090863, -0.1694366, -0.05494342, 0.05494406, -0.03189218, 0.01450191, 
130.3033, -0.9577843, 1.63944, 0.1327372, 0.8718618, 1.551563, -1.460282, 0.02090291, -0.1694366, -0.05494285, 0.054947, -0.0318899, 0.01450412, 
130.3533, -0.9577843, 1.63944, 0.1294474, 0.8718618, 1.551563, -1.460247, 0.02089719, -0.169454, -0.05494234, 0.05494947, -0.03188757, 0.0145065, 
130.4034, -0.9577843, 1.63944, 0.1267085, 0.8718618, 1.551545, -1.46023, 0.02089146, -0.169454, -0.05494189, 0.05495153, -0.03188524, 0.01450875, 
130.4534, -0.9577843, 1.63944, 0.1208532, 0.8718618, 1.551528, -1.460212, 0.02088538, -0.1694715, -0.05494092, 0.05495587, -0.03188321, 0.01451144, 
130.5034, -0.9577843, 1.639458, 0.1158674, 0.8718618, 1.55151, -1.460195, 0.02087942, -0.1694715, -0.05494014, 0.05495949, -0.03188096, 0.01451435, 
130.5534, -0.9577843, 1.639458, 0.1117126, 0.8718618, 1.551493, -1.46016, 0.02087287, -0.1694889, -0.0549394, 0.05496265, -0.03187841, 0.01451727, 
130.6034, -0.9577843, 1.639475, 0.1082529, 0.8718618, 1.551476, -1.460125, 0.02086607, -0.1694889, -0.0549388, 0.05496517, -0.0318758, 0.01452026, 
130.6534, -0.9577843, 1.639475, 0.1053724, 0.8718618, 1.551458, -1.460107, 0.0208594, -0.1694889, -0.05493837, 0.05496729, -0.0318733, 0.0145231, 
130.7034, -0.9577843, 1.639475, 0.1010837, 0.8718618, 1.551458, -1.46009, 0.02085808, -0.1695064, -0.05493757, 0.05497045, -0.03333677, 0.01684911, 
130.7534, -0.9577843, 1.639475, 0.09745465, 0.8718618, 1.551441, -1.460055, 0.02085594, -0.1695064, -0.05493692, 0.05497328, -0.03454069, 0.01878246, 
130.8034, -0.9577843, 1.639492, 0.09443079, 0.8718618, 1.551406, -1.460038, 0.0208582, -0.1695238, -0.05493641, 0.05497557, -0.03553417, 0.02038986, 
130.8534, -0.9577843, 1.639492, 0.09191333, 0.8718618, 1.551388, -1.460003, 0.02086166, -0.1695238, -0.05493604, 0.05497727, -0.03636012, 0.02172868, 
130.9034, -0.9577669, 1.639492, 0.08981691, 0.8718618, 1.551371, -1.459968, 0.02086369, -0.1695238, -0.05493566, 0.05497886, -0.0370481, 0.02284477, 
130.9534, -0.9577669, 1.639492, 0.08807169, 0.8718618, 1.551353, -1.45995, 0.02086977, -0.1695413, -0.05493528, 0.05498025, -0.03910541, 0.02610446, 
131.0034, -0.9579414, 1.639475, 0.08662306, 0.8718443, 1.551371, -1.46009, 0.02090219, -0.1695413, -0.05493306, 0.05498143, -0.0408245, 0.02881875, 
131.0534, -0.9577843, 1.639527, 0.08541451, 0.8718618, 1.551493, -1.459985, 0.02090923, -0.1695413, -0.05493342, 0.05498201, -0.04225374, 0.03108395, 
131.1034, -0.9577843, 1.639527, 0.08440863, 0.8718618, 1.551441, -1.45995, 0.02091411, -0.1695413, -0.05493337, 0.05498292, -0.04344393, 0.03297261, 
131.1534, -0.9577843, 1.639527, 0.08356927, 0.8718618, 1.551406, -1.459933, 0.02091233, -0.1695413, -0.05493352, 0.05498354, -0.04443571, 0.03454671, 
131.2034, -0.9578018, 1.63951, 0.08286975, 0.8718618, 1.551371, -1.459916, 0.0209128, -0.1695587, -0.05493351, 0.05498398, -0.04643381, 0.03769739, 
131.2534, -0.9577843, 1.63951, 0.08228718, 0.8718618, 1.551353, -1.459898, 0.02091304, -0.1695587, -0.05493348, 0.05498446, -0.0480995, 0.04032417, 
131.3034, -0.9577843, 1.63951, 0.08180235, 0.8718618, 1.551336, -1.459881, 0.02091292, -0.1695587, -0.05493354, 0.05498481, -0.04948757, 0.04251343, 
131.3534, -0.9577843, 1.63951, 0.08139859, 0.8718618, 1.551319, -1.459863, 0.02091256, -0.1695587, -0.05493347, 0.05498512, -0.05064437, 0.04433789, 
131.4034, -0.9577843, 1.63951, 0.0810623, 0.8718618, 1.551301, -1.459863, 0.02091233, -0.1695762, -0.05493351, 0.05498539, -0.05160838, 0.04585851, 
131.4534, -0.9577843, 1.63951, 0.08078252, 0.8718443, 1.551301, -1.459846, 0.02091185, -0.1695762, -0.0549335, 0.05498561, -0.0524117, 0.04712579, 
131.5034, -0.9577843, 1.63951, 0.08054946, 0.8718443, 1.551284, -1.459828, 0.02091149, -0.1695762, -0.05493352, 0.05498575, -0.05308118, 0.04818194, 
131.5534, -0.9577843, 1.63951, 0.08035527, 0.8718443, 1.551284, -1.459828, 0.02091113, -0.1695762, -0.05493359, 0.0549858, -0.05363911, 0.04906216, 
131.6034, -0.9577843, 1.63951, 0.08019386, 0.8718443, 1.551284, -1.459828, 0.02091066, -0.1695762, -0.05493357, 0.05498602, -0.05410392, 0.04979582, 
131.6534, -0.9577669, 1.63951, 0.08005916, 0.8718443, 1.551266, -1.459811, 0.0209103, -0.1695762, -0.05493354, 0.05498611, -0.0544915, 0.05040711, 
131.7034, -0.9577669, 1.63951, 0.07994722, 0.8718443, 1.551266, -1.459811, 0.02090982, -0.1695762, -0.05493352, 0.05498624, -0.05481426, 0.05091673, 
131.7534, -0.9577669, 1.63951, 0.079854, 0.8718443, 1.551266, -1.459811, 0.02090958, -0.1695762, -0.05493365, 0.05498617, -0.05499998, 0.05134143, 
131.8034, -0.9577669, 1.63951, 0.07977627, 0.8718443, 1.551266, -1.459793, 0.02090923, -0.1695762, -0.0549336, 0.05498632, -0.05500004, 0.05169535, 
131.8534, -0.9577669, 1.63951, 0.07971154, 0.8718443, 1.551266, -1.459793, 0.02090911, -0.1695762, -0.05493361, 0.05498632, -0.05500002, 0.05199028, 
131.9034, -0.9577669, 1.63951, 0.07965778, 0.8718443, 1.551249, -1.459793, 0.02090887, -0.1695762, -0.05493345, 0.05498649, -0.055, 0.05223611, 
131.9534, -0.9577669, 1.63951, 0.07961307, 0.8718443, 1.551249, -1.459793, 0.02090863, -0.1695762, -0.05493347, 0.05498647, -0.05500006, 0.05244102, 
132.0034, -0.9577669, 1.63951, 0.07957576, 0.8718443, 1.551249, -1.459793, 0.02090839, -0.1695762, -0.05493354, 0.05498657, -0.05500007, 0.05261173, 
132.0535, -0.9577669, 1.63951, 0.07954477, 0.8718443, 1.551249, -1.459793, 0.02090827, -0.1695762, -0.05493353, 0.05498658, -0.05500008, 0.05275397, 
132.1035, -0.9577669, 1.63951, 0.07951878, 0.8718443, 1.551249, -1.459776, 0.02090803, -0.1695762, -0.05493357, 0.05498652, -0.05500001, 0.05287262, 
132.1535, -0.9577669, 1.63951, 0.0794972, 0.8718443, 1.551249, -1.459776, 0.02090791, -0.1695936, -0.05493358, 0.05498657, -0.05499998, 0.05297147, 
132.2035, -0.9577669, 1.63951, 0.07947932, 0.8718443, 1.551249, -1.459776, 0.0209078, -0.1695936, -0.05493346, 0.05498659, -0.05500001, 0.05305387, 
132.2535, -0.9577669, 1.63951, 0.07946442, 0.8718443, 1.551249, -1.459776, 0.02090768, -0.1695936, -0.05493356, 0.05498662, -0.05500005, 0.05312251, 
132.3035, -0.9577669, 1.63951, 0.0794519, 0.8718443, 1.551249, -1.459776, 0.02090756, -0.1695936, -0.05493354, 0.05498659, -0.05500002, 0.05317971, 
132.3535, -0.9577669, 1.63951, 0.07944165, 0.8718443, 1.551249, -1.459776, 0.02090744, -0.1695936, -0.05493349, 0.05498656, -0.05500002, 0.05322743, 
132.4035, -0.9577669, 1.63951, 0.07943295, 0.8718443, 1.551249, -1.459776, 0.02090732, -0.1695936, -0.05493345, 0.05498657, -0.05500002, 0.05326714, 
132.4535, -0.9577669, 1.63951, 0.0794258, 0.8718443, 1.551249, -1.459776, 0.02090732, -0.1695936, -0.05493351, 0.05498657, -0.05500002, 0.05330031, 
132.5035, -0.9577669, 1.63951, 0.07941984, 0.8718443, 1.551249, -1.459776, 0.0209072, -0.1695936, -0.05493356, 0.05498653, -0.05500003, 0.05332788, 
132.5535, -0.9577669, 1.63951, 0.07941483, 0.8718443, 1.551249, -1.459776, 0.0209072, -0.1695936, -0.05493351, 0.05498659, -0.05500006, 0.05335092, 
132.6035, -0.9577669, 1.63951, 0.07941066, 0.8718443, 1.551249, -1.459776, 0.0209072, -0.1695936, -0.0549335, 0.05498661, -0.055, 0.05337009, 
132.6535, -0.9577669, 1.63951, 0.07940732, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.0549335, 0.05498663, -0.05500009, 0.05338607, 
132.7035, -0.9577669, 1.63951, 0.07940446, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05493361, 0.05498646, -0.05500009, 0.05339936, 
132.7535, -0.9577669, 1.63951, 0.07940196, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05493359, 0.05498652, -0.05500003, 0.05341046, 
132.8035, -0.9577669, 1.63951, 0.07940005, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05493352, 0.05498662, -0.05500003, 0.05341969, 
132.8535, -0.9577669, 1.63951, 0.07939838, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05493354, 0.05498668, -0.05500013, 0.05342742, 
132.9035, -0.9577669, 1.63951, 0.07939695, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05493351, 0.05498663, -0.05500003, 0.05343382, 
132.9535, -0.9577669, 1.63951, 0.07939588, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493347, 0.05498666, -0.05500007, 0.0534392, 
133.0035, -0.9577669, 1.63951, 0.07939492, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493354, 0.05498668, -0.0550001, 0.05344369, 
133.0535, -0.9577669, 1.63951, 0.07939409, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498664, -0.05500003, 0.05344737, 
133.1035, -0.9577669, 1.63951, 0.07939349, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493352, 0.05498665, -0.05500004, 0.05345048, 
133.1535, -0.9577669, 1.63951, 0.0793929, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498668, -0.055, 0.05345312, 
133.2035, -0.9577669, 1.63951, 0.07939242, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498664, -0.05500001, 0.05345523, 
133.2535, -0.9577669, 1.63951, 0.07939206, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498664, -0.05500001, 0.05345701, 
133.3035, -0.9577669, 1.63951, 0.0793917, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498665, -0.05500004, 0.05345851, 
133.3535, -0.9577669, 1.63951, 0.07939146, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498662, -0.055, 0.05345981, 
133.4035, -0.9577669, 1.63951, 0.07939123, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493352, 0.05498665, -0.05500004, 0.05346076, 
133.4535, -0.9577669, 1.63951, 0.07939111, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498663, -0.055, 0.05346171, 
133.5035, -0.9577669, 1.63951, 0.07939087, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.0549867, -0.05500001, 0.0534624, 
133.5535, -0.9577669, 1.63951, 0.07939075, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.0549867, -0.05500001, 0.05346301, 
133.6035, -0.9577669, 1.63951, 0.07939063, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498664, -0.05500003, 0.05346353, 
133.6535, -0.9577669, 1.63951, 0.07939051, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498661, -0.055, 0.05346395, 
133.7036, -0.9577669, 1.63951, 0.07939051, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.0549867, -0.05500005, 0.0534642, 
133.7536, -0.9577669, 1.63951, 0.07939039, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493356, 0.05498655, -0.05500003, 0.05346458, 
133.8036, -0.9577669, 1.63951, 0.07939039, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498665, -0.055, 0.05346483, 
133.8536, -0.9577669, 1.63951, 0.07939039, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498672, -0.05500005, 0.05346496, 
133.9036, -0.9577669, 1.63951, 0.07939027, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493356, 0.05498655, -0.055, 0.05346522, 
133.9536, -0.9577669, 1.63951, 0.07939027, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.05498667, -0.05500001, 0.05346528, 
134.0036, -0.9577669, 1.63951, 0.07939027, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493351, 0.0549867, -0.05500001, 0.05346546, 
134.0536, -0.9577669, 1.63951, 0.07939027, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498662, -0.05500003, 0.05346552, 
134.1036, -0.9577669, 1.63951, 0.07939027, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498661, -0.055, 0.05346564, 
134.1536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.0549867, -0.05500005, 0.05346559, 
134.2036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493356, 0.05498657, -0.05500003, 0.05346574, 
134.2536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493354, 0.05498661, -0.055, 0.05346579, 
134.3036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498672, -0.05500005, 0.05346575, 
134.3536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493348, 0.05498663, -0.05500003, 0.05346585, 
134.4036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498657, -0.055, 0.05346591, 
134.4536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493347, 0.05498666, -0.05500004, 0.05346584, 
134.5036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498663, -0.05500003, 0.05346591, 
134.5536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493353, 0.05498657, -0.055, 0.05346597, 
134.6036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493347, 0.05498666, -0.05500004, 0.05346587, 
134.6536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549335, 0.05498665, -0.05500003, 0.05346597, 
134.7036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493324, 0.05498602, -0.055, 0.05346597, 
134.7536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.0549329, 0.05498562, -0.05500004, 0.0534659, 
134.8036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493267, 0.05498527, -0.05500003, 0.05346597, 
134.8536, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493244, 0.0549849, -0.055, 0.05346597, 
134.9036, -0.9577669, 1.63951, 0.07939015, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.05493223, 0.05498467, -0.05500004, 0.0534659, 
134.9536, -0.9577669, 1.63951, 0.07938527, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05344589, 0.05265771, -0.05500001, 0.05346593, 
135.0036, -0.9577843, 1.63951, 0.07938109, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05220631, 0.05071712, -0.05500004, 0.053466, 
135.0536, -0.9577843, 1.63951, 0.07937752, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05117337, 0.04909998, -0.05500006, 0.05346595, 
135.1036, -0.9577843, 1.63951, 0.07937466, 0.8718443, 1.551249, -1.459776, 0.02090708, -0.1695936, -0.05031249, 0.0477522, -0.05500003, 0.05346597, 
135.1536, -0.9578018, 1.63951, 0.07937215, 0.8718443, 1.551249, -1.459776, 0.02090696, -0.1695936, -0.04959502, 0.04662914, -0.05500003, 0.05346594, 
135.2036, -0.9578018, 1.63951, 0.07936536, 0.8718443, 1.551249, -1.459776, 0.02090827, -0.1695936, -0.0475117, 0.04336771, -0.05500003, 0.05346588, 
135.2536, -0.9578018, 1.63951, 0.07935952, 0.8718443, 1.551249, -1.459776, 0.02090934, -0.1695936, -0.04577497, 0.04064844, -0.055, 0.05346585, 
