Timestamp, upperLink1, upperLink2, upperLink3, upperLink4, lowerLink1, lowerLink2, lowerLink3, lowerLink4, gripUpperR, gripUpperL, gripLowerR, gripLowerL
15.30002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.40002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.50002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.60002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.70002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.80002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
15.90002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.00002, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.10003, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.20003, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.30003, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.40003, -0.849539, 0.9190205, 0.1419624, 0.2172237, 0.9295623, -1.011541, 0.1679186, -0.4074471, 0.05263813, -0.05434035, 0.055, -0.04600107, 
16.50003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
16.60003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
16.70003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
16.80003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
16.90003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.00003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.10003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.20003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.30003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.40003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.50003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.60003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.70003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.80003, -0.8441634, 0.9401041, 0.1435265, 0.2416583, 0.9831963, -1.075559, 0.1665873, -0.5031435, 0.05419452, -0.05428109, 0.05499995, -0.04263831, 
17.90003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.00003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.10003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.20003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.30003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.40003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.50003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.60003, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.70004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.80004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
18.90004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
19.00004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
19.10004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
19.20004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
19.30004, -0.8716, 0.996967, 0.149335, 0.2658136, 1.043934, -1.163262, 0.1725539, -0.5892755, 0.05499996, -0.05194671, 0.05492318, -0.04878195, 
19.40004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
19.50004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
19.60004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
19.70004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
19.80004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
19.90004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.00004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.10004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.20004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.30004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.40004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.50004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.60004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.70004, -0.8907636, 1.04341, 0.1500001, 0.293128, 1.092733, -1.244315, 0.176898, -0.6724405, 0.05500004, -0.05070463, 0.05373644, -0.05300848, 
20.80004, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
20.90004, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.00004, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.10004, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.20004, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.30005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.40005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.50005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.60005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.70005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.80005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
21.90005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
22.00005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
22.10005, -0.9090722, 1.084268, 0.1499999, 0.3197792, 1.123329, -1.312959, 0.1784911, -0.7539822, 0.05500004, -0.04938063, 0.05410085, -0.05417476, 
22.20005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.30005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.40005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.50005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.60005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.70005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.80005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
22.90005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.00005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.10005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.20005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.30005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.40005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.50005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.60005, -0.914535, 1.116016, 0.1500001, 0.3484026, 1.147292, -1.375354, 0.1793906, -0.8247902, 0.05500007, -0.04888712, 0.05424396, -0.05479803, 
23.70005, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
23.80005, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
23.90005, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.00006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.10006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.20006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.30006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.40006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.50006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.60006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.70006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.80006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
24.90006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
25.00006, -0.927241, 1.1482, 0.1499999, 0.3775147, 1.159859, -1.431135, 0.1799032, -0.8896816, 0.05500009, -0.04852008, 0.05428883, -0.05499998, 
25.10006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.20006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.30006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.40006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.50006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.60006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.70006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.80006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
25.90006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.00006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.10006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.20006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.30006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.40006, -0.9301208, 1.176195, 0.1500001, 0.4070108, 1.160923, -1.474332, 0.1800014, -0.9357583, 0.05500013, -0.04836389, 0.05434509, -0.05500004, 
26.50006, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
26.60007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
26.70007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
26.80007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
26.90007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.00007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.10007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.20007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.30007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.40007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.50007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.60007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.70007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.80007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
27.90007, -0.9419542, 1.206738, 0.1499999, 0.4362974, 1.151498, -1.508488, 0.1800014, -0.9709616, 0.05500009, -0.04809333, 0.05432858, -0.05499998, 
28.00007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.10007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.20007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.30007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.40007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.50007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.60007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.70007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.80007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
28.90007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
29.00007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
29.10007, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
29.20008, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
29.30008, -0.9431585, 1.232499, 0.1500001, 0.4661774, 1.145948, -1.5387, 0.1800012, -1.00065, 0.05500006, -0.04814579, 0.05435372, -0.05499996, 
29.40008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
29.50008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
29.60008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
29.70008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
29.80008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
29.90008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.00008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.10008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.20008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.30008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.40008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.50008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.60008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.70008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.80008, -0.9542239, 1.261891, 0.1499999, 0.4955862, 1.137396, -1.56488, 0.1800014, -1.027667, 0.055, -0.04797474, 0.05431549, -0.05500006, 
30.90008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.00008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
31.10008, -0.9551838, 1.287128, 0.1500001, 0.5256059, 1.135267, -1.589855, 0.1800014, -1.053254, 0.05499998, -0.04810639, 0.05434113, -0.05500013, 
