Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL,
2.673,-0.9359,1.1754,0.1491,-0.5080,0.8445,-1.0415,0.1500,0.2685,-0.0550,0.0550,-0.0550,0.0511, 
2.706,-0.9373,1.1864,0.1491,-0.5207,0.8445,-1.0457,0.1500,0.2723,-0.0550,0.0550,-0.0550,0.0510, 
2.739,-0.9487,1.2047,0.1491,-0.5461,0.8483,-1.0530,0.1500,0.2804,-0.0550,0.0550,-0.0550,0.0509, 
2.772,-0.9552,1.2215,0.1491,-0.5676,0.8499,-1.0596,0.1500,0.2871,-0.0550,0.0550,-0.0550,0.0508, 
2.805,-0.9588,1.2363,0.1491,-0.5856,0.8507,-1.0653,0.1500,0.2927,-0.0550,0.0550,-0.0550,0.0507, 
2.838,-0.9610,1.2491,0.1491,-0.6006,0.8510,-1.0703,0.1500,0.2973,-0.0550,0.0550,-0.0550,0.0506, 
2.871,-0.9623,1.2600,0.1491,-0.6131,0.8511,-1.0745,0.1500,0.3012,-0.0550,0.0550,-0.0550,0.0505, 
2.904,-0.9728,1.2773,0.1491,-0.6370,0.8548,-1.0818,0.1500,0.3092,-0.0550,0.0550,-0.0550,0.0504, 
2.937,-0.9786,1.2932,0.1491,-0.6572,0.8564,-1.0885,0.1500,0.3159,-0.0550,0.0550,-0.0550,0.0503, 
2.97,-0.9819,1.3072,0.1491,-0.6741,0.8572,-1.0943,0.1500,0.3214,-0.0550,0.0550,-0.0550,0.0502, 
3.003,-0.9838,1.3193,0.1491,-0.6882,0.8575,-1.0994,0.1500,0.3260,-0.0550,0.0550,-0.0550,0.0501, 
3.036,-0.9850,1.3295,0.1491,-0.7000,0.8575,-1.1036,0.1500,0.3298,-0.0550,0.0550,-0.0550,0.0500, 
3.069,-0.9946,1.3458,0.1491,-0.7223,0.8611,-1.1109,0.1500,0.3378,-0.0550,0.0550,-0.0550,0.0499, 
3.102,-1.0000,1.3606,0.1491,-0.7410,0.8628,-1.1176,0.1500,0.3445,-0.0550,0.0550,-0.0550,0.0498, 
3.135,-1.0030,1.3737,0.1491,-0.7567,0.8635,-1.1234,0.1500,0.3501,-0.0550,0.0550,-0.0550,0.0497, 
