Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL,
8.550014,-1.0774,1.6388,0.1492,1.0799,1.0881,-1.4435,0.1500,-1.0495,-0.0550,0.0549,-0.0550,-0.0522, 
8.600015,-1.0774,1.6388,0.1492,1.0799,1.0890,-1.4466,0.1500,-1.0540,-0.0550,0.0549,-0.0550,-0.0522, 
8.650015,-1.0774,1.6388,0.1492,1.0799,1.0897,-1.4492,0.1500,-1.0579,-0.0550,0.0549,-0.0550,-0.0522, 
8.700015,-1.0775,1.6387,0.1492,1.0799,1.0927,-1.4535,0.1500,-1.0652,-0.0550,0.0549,-0.0550,-0.0522, 
8.750015,-1.0774,1.6388,0.1492,1.0799,1.0945,-1.4574,0.1500,-1.0715,-0.0550,0.0549,-0.0550,-0.0522, 
8.800015,-1.0773,1.6388,0.1492,1.0799,1.0958,-1.4608,0.1500,-1.0767,-0.0550,0.0549,-0.0550,-0.0522, 
8.850016,-1.0773,1.6388,0.1492,1.0799,1.0967,-1.4637,0.1500,-1.0810,-0.0550,0.0549,-0.0550,-0.0522, 
8.900016,-1.0773,1.6387,0.1492,1.0799,1.0974,-1.4662,0.1500,-1.0846,-0.0550,0.0549,-0.0550,-0.0522, 
8.950016,-1.0774,1.6387,0.1492,1.0799,1.1003,-1.4704,0.1500,-1.0918,-0.0550,0.0549,-0.0550,-0.0523, 
9.000016,-1.0773,1.6387,0.1492,1.0799,1.1021,-1.4742,0.1500,-1.0979,-0.0550,0.0549,-0.0550,-0.0523, 
9.050016,-1.0773,1.6387,0.1492,1.0799,1.1034,-1.4775,0.1500,-1.1030,-0.0550,0.0549,-0.0550,-0.0523, 
9.100017,-1.0773,1.6387,0.1492,1.0799,1.1043,-1.4804,0.1500,-1.1072,-0.0550,0.0549,-0.0550,-0.0523, 
9.150017,-1.0773,1.6387,0.1492,1.0799,1.1049,-1.4828,0.1500,-1.1107,-0.0550,0.0549,-0.0550,-0.0523, 
9.200017,-1.0773,1.6387,0.1492,1.0799,1.1078,-1.4870,0.1500,-1.1179,-0.0550,0.0549,-0.0550,-0.0523, 
9.250017,-1.0773,1.6387,0.1492,1.0799,1.1097,-1.4908,0.1500,-1.1239,-0.0550,0.0549,-0.0550,-0.0523, 
9.300017,-1.0772,1.6387,0.1492,1.0799,1.1109,-1.4941,0.1500,-1.1289,-0.0550,0.0549,-0.0550,-0.0523, 
9.350018,-1.0772,1.6387,0.1492,1.0799,1.1117,-1.4969,0.1500,-1.1331,-0.0550,0.0549,-0.0550,-0.0523, 
9.400018,-1.0772,1.6387,0.1492,1.0799,1.1124,-1.4993,0.1500,-1.1366,-0.0550,0.0549,-0.0550,-0.0523, 
